,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,E. Krafth,0,0,0,0,0,1,0,0,20,0,1,0,0,0,1,Newcastle United FC
1,F. Schär,1,0,0,0,0,1,1,0,19,0,2,0,4,0,1,Newcastle United FC
2,J. Murphy,0,0,0,0,1,0,0,0,14,3,2,0,1,1,1,Newcastle United FC
3,A. Gordon,1,2,0,0,2,2,1,1,13,18,1,0,1,2,1,Newcastle United FC
4,S. Longstaff,0,0,0,0,1,0,0,0,14,1,1,0,0,2,1,Newcastle United FC
5,E. Anderson,0,0,0,0,7,5,1,1,13,3,1,0,2,2,1,Newcastle United FC
6,D. Burn,0,0,0,0,0,1,0,0,29,0,0,0,2,0,1,Newcastle United FC
7,Bruno Guimarães,0,1,0,0,0,0,0,0,20,1,4,0,3,1,1,Newcastle United FC
8,H. Barnes,0,0,0,0,2,2,0,1,16,1,0,0,0,3,1,Newcastle United FC
9,M. Dúbravka,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,Newcastle United FC
10,A. Isak,2,0,0,0,3,6,2,2,9,0,0,1,1,1,1,Newcastle United FC
11,T. Livramento,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,Newcastle United FC
12,M. Ritchie,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Newcastle United FC
13,L. Hall,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Newcastle United FC
14,P. Dummett,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Newcastle United FC
15,Joe Peter White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Newcastle United FC
16,Son Heung-Min,0,0,0,0,0,0,0,0,19,0,0,1,0,4,0,Tottenham Hotspur FC
17,J. Maddison,0,0,0,1,0,2,1,0,39,3,1,0,2,2,0,Tottenham Hotspur FC
18,T. Werner,0,0,0,0,0,4,1,1,31,1,0,2,0,0,0,Tottenham Hotspur FC
19,D. Udogie,0,0,0,0,1,0,0,0,58,1,0,0,0,0,0,Tottenham Hotspur FC
20,Y. Bissouma,0,0,0,1,0,0,0,0,32,0,3,0,2,0,0,Tottenham Hotspur FC
21,R. Bentancur,0,0,0,0,0,1,0,1,30,0,2,0,0,2,0,Tottenham Hotspur FC
22,M. van de Ven,0,0,0,1,0,0,0,0,54,0,1,0,1,0,0,Tottenham Hotspur FC
23,G. Vicario,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,Tottenham Hotspur FC
24,C. Romero,0,0,0,1,0,0,0,0,65,0,1,0,3,0,0,Tottenham Hotspur FC
25,Pedro Porro,0,0,0,0,0,0,0,0,17,0,2,0,2,1,0,Tottenham Hotspur FC
26,B. Johnson,0,0,0,0,0,1,0,0,16,3,0,0,1,2,0,Tottenham Hotspur FC
27,Emerson Royal,0,0,0,0,1,0,0,0,40,2,0,0,0,1,0,Tottenham Hotspur FC
28,P. Højbjerg,0,0,0,0,0,1,0,1,63,0,0,0,0,0,0,Tottenham Hotspur FC
29,P. Sarr,0,0,0,0,0,0,0,0,33,1,0,0,0,1,0,Tottenham Hotspur FC
30,D. Kulusevski,0,0,0,0,1,2,0,2,17,2,2,0,0,0,0,Tottenham Hotspur FC
31,G. Lo Celso,0,0,0,0,0,0,0,0,15,1,2,0,1,0,0,Tottenham Hotspur FC
