,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Andreas Pereira,0,0,0,1,0,0,0,0,18,5,0,0,2,3,1,Fulham FC
1,João Palhinha,0,0,0,0,0,0,0,0,51,0,3,1,1,2,1,Fulham FC
2,T. Castagne,0,0,0,0,5,2,0,2,68,6,3,0,2,1,1,Fulham FC
3,I. Diop,0,0,0,0,0,0,0,0,93,0,2,0,1,1,,
4,T. Ream,0,0,0,0,0,0,0,0,79,0,1,0,0,0,,
5,A. Robinson,0,0,0,0,0,0,0,0,46,4,4,0,3,2,1,Fulham FC
6,H. Wilson,0,0,0,0,1,0,0,0,24,3,0,0,1,1,1,Fulham FC
7,H. Reed,0,0,0,0,0,0,0,0,25,1,0,0,2,0,1,Fulham FC
8,B. Leno,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,Fulham FC
9,Willian,0,0,0,0,1,1,1,0,39,2,0,0,1,1,1,Fulham FC
10,R. Jiménez,0,0,0,0,0,1,0,0,9,0,0,1,0,0,1,Fulham FC
11,A. Iwobi,0,0,0,0,1,2,0,1,23,1,2,0,0,0,1,Fulham FC
12,Carlos Vinícius,0,0,0,0,0,3,1,0,2,0,0,0,1,0,,
13,T. Cairney,0,0,0,0,0,0,0,0,24,0,0,0,1,0,1,Fulham FC
14,S. Lukić,0,0,0,0,0,1,1,0,10,0,1,0,0,0,1,Fulham FC
15,C. Gallagher,0,0,0,0,0,1,0,1,44,1,6,0,3,1,0,Chelsea FC
16,E. Fernández,0,0,0,0,1,2,1,0,57,0,3,0,1,1,0,Chelsea FC
17,L. Colwill,0,1,0,0,0,0,0,0,39,0,3,0,2,3,,
18,A. Broja,1,0,0,0,0,2,1,0,13,0,1,2,0,1,1,Fulham FC
19,C. Palmer,0,0,0,1,0,2,1,0,32,1,0,0,2,3,0,Chelsea FC
20,M. Mudryk,1,0,0,0,0,2,1,0,6,0,1,0,0,1,0,Chelsea FC
21,M. Caicedo,0,0,0,0,0,0,0,0,48,0,3,0,2,2,0,Chelsea FC
22,Thiago Silva,0,0,0,0,0,0,0,0,45,0,4,0,0,1,0,Chelsea FC
23,Robert Sánchez,0,0,0,1,0,0,0,0,39,0,0,0,0,0,,
24,Marc Cucurella,0,0,0,1,0,0,0,0,46,0,2,0,1,0,0,Chelsea FC
25,A. Disasi,0,0,0,0,0,1,0,0,65,0,0,1,0,0,0,Chelsea FC
26,I. Maatsen,0,0,0,0,0,1,0,0,11,2,1,0,0,1,,
27,R. Sterling,0,0,0,1,0,0,0,0,6,0,0,1,1,0,0,Chelsea FC
28,L. Ugochukwu,0,0,0,0,0,0,0,0,11,0,0,0,0,0,,
29,A. Matos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30,Chukwunonso Tristan Madueke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
