,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,L. Digne,0,0,0,1,1,1,0,1,21,2,2,0,1,1,1,Aston Villa FC
1,Pau Torres,0,0,0,0,0,0,0,0,41,0,0,0,3,0,1,Aston Villa FC
2,E. Martínez,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,Aston Villa FC
3,N. Zaniolo,0,0,0,0,0,2,1,1,6,0,1,0,4,0,1,Aston Villa FC
4,Douglas Luiz,1,0,0,1,0,2,1,0,40,2,3,0,2,2,1,Aston Villa FC
5,B. Kamara,0,0,0,0,0,0,0,0,34,0,4,0,3,5,,
6,E. Konsa,0,0,0,1,0,0,0,0,36,0,0,0,1,4,1,Aston Villa FC
7,M. Diaby,0,1,0,0,0,5,2,2,15,1,0,0,1,1,1,Aston Villa FC
8,M. Cash,0,1,0,0,0,0,0,0,22,1,6,0,0,3,1,Aston Villa FC
9,J. McGinn,0,1,0,0,0,1,0,1,24,0,5,0,3,1,1,Aston Villa FC
10,O. Watkins,3,1,0,0,0,6,4,1,24,0,0,0,0,1,1,Aston Villa FC
11,J. Ramsey,1,0,0,0,0,2,1,0,9,0,0,0,0,1,,
12,J. Durán,0,0,0,1,0,0,0,0,4,0,0,0,1,0,1,Aston Villa FC
13,Y. Tielemans,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,Aston Villa FC
14,E. Ferguson,0,0,0,0,0,0,0,0,11,0,0,2,2,1,0,Brighton & Hove Albion FC
15,J. Hinshelwood,0,0,0,0,0,0,0,0,51,0,0,0,2,1,,
16,B. Gilmour,0,0,0,0,0,1,0,0,81,4,0,0,0,3,,
17,P. Estupiñán,1,0,0,0,0,1,1,0,21,0,2,0,2,1,0,Brighton & Hove Albion FC
18,L. Dunk,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,Brighton & Hove Albion FC
19,A. Webster,0,0,0,0,0,0,0,0,70,0,1,0,1,0,,
20,J. Veltman,0,0,0,0,0,0,0,0,32,0,6,0,1,4,0,Brighton & Hove Albion FC
21,S. March,0,0,0,0,0,1,0,0,11,1,4,1,1,1,,
22,D. Welbeck,0,0,0,1,0,0,0,0,12,0,3,0,1,1,0,Brighton & Hove Albion FC
23,J. Steele,0,0,0,0,0,0,0,0,25,0,0,0,0,1,,
24,K. Mitoma,0,0,0,1,1,2,0,1,27,2,0,1,3,1,,
25,João Pedro,0,1,0,0,0,1,0,1,23,2,0,1,1,1,0,Brighton & Hove Albion FC
26,T. Lamptey,0,0,0,0,0,0,0,0,34,0,2,0,2,2,0,Brighton & Hove Albion FC
27,Ansu Fati,1,0,0,1,0,4,1,3,9,0,1,0,2,1,0,Brighton & Hove Albion FC
28,S. Adingra,0,0,0,0,2,1,1,0,6,1,0,1,1,1,0,Brighton & Hove Albion FC
29,C. Baleba,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,Brighton & Hove Albion FC
