,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,B. Johnson,0,0,0,1,0,0,0,0,40,3,2,1,1,0,,Tottenham Hotspur FC
1,E. Álvarez,0,0,0,0,0,0,0,0,38,0,7,0,1,0,1,West Ham United FC
2,A. Ogbonna,0,0,0,0,0,0,0,0,32,0,0,0,0,1,1,West Ham United FC
3,Emerson,0,0,0,0,0,1,0,0,50,2,2,0,0,1,1,West Ham United FC
4,S. Benrahma,0,0,0,0,0,1,0,0,32,3,2,0,0,0,,
5,J. Ward-Prowse,0,0,0,0,1,1,1,0,40,4,1,0,0,0,1,West Ham United FC
6,K. Mavropanos,0,0,0,0,0,1,0,0,31,1,1,0,0,0,1,West Ham United FC
7,Pablo Fornals,0,0,0,0,0,1,1,0,35,2,0,0,0,2,,
8,J. Bowen,0,0,0,0,1,0,0,0,21,2,1,1,1,1,1,West Ham United FC
9,A. Areola,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,West Ham United FC
10,T. Souček,0,0,0,0,0,1,0,0,29,0,2,1,0,1,1,West Ham United FC
11,D. Mubama,0,0,0,0,0,0,0,0,4,0,0,0,1,0,,
12,João Pedro,0,0,0,0,0,2,1,1,53,1,0,0,0,0,0,Brighton & Hove Albion FC
13,A. Webster,0,0,0,0,0,1,0,0,88,0,1,0,1,0,,
14,J. van Hecke,0,0,0,0,0,0,0,0,105,0,1,0,0,2,0,Brighton & Hove Albion FC
15,J. Steele,0,0,0,0,0,0,0,0,39,0,0,0,0,0,,
16,P. Groß,0,0,0,0,0,5,1,2,112,2,1,0,0,0,0,Brighton & Hove Albion FC
17,F. Buonanotte,0,0,0,0,0,2,1,0,40,0,1,0,3,2,0,Brighton & Hove Albion FC
18,P. Estupiñán,0,0,0,0,0,0,0,0,108,2,3,0,1,0,0,Brighton & Hove Albion FC
19,D. Welbeck,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,Brighton & Hove Albion FC
20,B. Gilmour,0,0,0,0,0,1,0,1,127,0,0,0,0,0,,
21,J. Milner,0,0,0,0,0,1,0,0,74,4,2,1,0,0,,
22,J. Hinshelwood,0,0,0,0,0,3,2,0,63,3,1,0,0,0,,
23,E. Ferguson,0,0,0,0,0,3,0,1,6,0,1,0,1,0,0,Brighton & Hove Albion FC
24,A. Lallana,0,0,0,0,0,2,2,0,17,0,0,0,0,0,0,Brighton & Hove Albion FC
25,J. Moder,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,Brighton & Hove Albion FC
