,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,T. Alexander-Arnold,0,0,0,0,0,4,0,1,43,5,3,0,1,1,1,Liverpool FC
1,V. van Dijk,0,0,0,0,1,5,2,1,67,0,0,0,1,0,1,Liverpool FC
2,A. Robertson,0,0,0,0,1,0,0,0,89,6,1,0,0,0,1,Liverpool FC
3,H. Elliott,0,1,0,0,1,3,0,2,70,7,2,0,1,1,1,Liverpool FC
4,C. Gakpo,0,0,0,0,0,5,1,1,34,1,1,0,1,2,1,Liverpool FC
5,W. Endo,0,0,0,1,1,1,1,0,73,0,3,0,3,3,1,Liverpool FC
6,Mohamed Salah,0,0,0,0,4,7,5,2,29,4,2,3,1,1,1,Liverpool FC
7,A. Mac Allister,1,0,0,0,0,2,1,0,42,0,3,0,0,2,1,Liverpool FC
8,J. Quansah,1,0,0,0,0,2,2,0,74,0,3,0,1,0,1,Liverpool FC
9,L. Díaz,0,0,0,0,2,4,1,1,35,1,1,0,3,0,1,Liverpool FC
10,Alisson Becker,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,Liverpool FC
11,C. Bradley,0,0,0,0,0,0,0,0,11,0,1,0,1,0,1,Liverpool FC
12,R. Gravenberch,0,0,0,0,0,1,0,1,11,0,1,0,0,0,1,Liverpool FC
13,D. Núñez,0,0,0,0,0,1,0,1,4,0,1,0,1,0,1,Liverpool FC
14,D. Szoboszlai,0,0,0,0,0,1,1,0,9,1,0,0,0,0,1,Liverpool FC
15,C. Jones,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,Liverpool FC
16,J. Bellegarde,0,0,0,0,0,0,0,0,11,1,2,0,1,3,,
17,M. Lemina,0,0,0,0,0,0,0,0,38,0,4,0,1,2,0,Wolverhampton Wanderers FC
18,Toti Gomes,0,0,0,1,0,0,0,0,25,1,0,0,2,0,0,Wolverhampton Wanderers FC
19,M. Kilman,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,Wolverhampton Wanderers FC
20,João Gomes,0,0,0,0,1,1,0,1,31,3,6,0,2,1,0,Wolverhampton Wanderers FC
21,R. Aït-Nouri,0,0,0,0,0,0,0,0,30,0,4,0,0,3,0,Wolverhampton Wanderers FC
22,Matheus Cunha,0,0,0,0,0,1,1,0,19,0,0,1,2,3,0,Wolverhampton Wanderers FC
23,José Sá,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,Wolverhampton Wanderers FC
24,Hwang Hee-Chan,0,0,0,0,1,1,1,0,7,0,1,0,0,0,0,Wolverhampton Wanderers FC
25,S. Bueno,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,Wolverhampton Wanderers FC
26,Nélson Semedo,0,0,1,0,0,0,0,0,5,0,1,0,2,0,0,Wolverhampton Wanderers FC
27,M. Doherty,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0,Wolverhampton Wanderers FC
28,B. Traoré,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,Wolverhampton Wanderers FC
29,Pedro Neto,0,0,0,0,0,1,1,0,8,0,0,0,0,1,,
30,Hugo Bueno,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,Wolverhampton Wanderers FC
31,T. Doyle,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,Wolverhampton Wanderers FC
