,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,A. Mac Allister,1,0,0,0,1,4,2,1,64,0,4,0,1,3,1,Liverpool FC
1,J. Quansah,0,0,0,0,0,1,1,0,90,0,0,0,0,0,1,Liverpool FC
2,D. Núñez,0,0,0,0,0,2,1,0,18,0,0,5,0,1,1,Liverpool FC
3,C. Kelleher,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1,Liverpool FC
4,V. van Dijk,0,0,0,0,0,1,0,0,79,0,4,0,1,0,1,Liverpool FC
5,W. Endo,0,0,0,0,0,0,0,0,62,0,4,0,1,0,1,Liverpool FC
6,J. Gomez,0,0,0,0,0,1,0,1,46,1,3,0,0,0,1,Liverpool FC
7,C. Bradley,0,0,0,0,0,1,0,1,29,1,4,0,0,2,1,Liverpool FC
8,L. Díaz,0,0,0,0,2,2,0,0,37,2,2,0,2,0,1,Liverpool FC
9,H. Elliott,0,0,0,0,2,1,0,1,42,4,1,0,0,0,1,Liverpool FC
10,D. Szoboszlai,0,0,0,0,0,3,1,0,27,0,0,0,0,2,1,Liverpool FC
11,A. Robertson,0,0,0,0,1,0,0,0,17,10,1,0,1,0,1,Liverpool FC
12,Mohamed Salah,0,0,0,0,1,3,1,0,14,4,0,1,0,1,1,Liverpool FC
13,C. Gakpo,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,Liverpool FC
14,J. Stones,1,0,0,0,0,1,1,0,52,0,0,0,0,0,0,Manchester City FC
15,Rodri,0,0,0,1,0,0,0,0,104,0,3,0,1,0,0,Manchester City FC
16,Ederson,0,0,0,1,0,0,0,0,23,0,0,0,1,0,0,Manchester City FC
17,N. Aké,0,0,0,0,0,0,0,0,54,1,3,0,0,0,0,Manchester City FC
18,M. Akanji,0,0,0,0,0,0,0,0,58,0,1,0,0,1,0,Manchester City FC
19,K. Walker,0,0,0,0,0,0,0,0,46,1,3,0,2,0,,
20,K. De Bruyne,0,1,0,0,1,2,1,1,25,3,0,0,1,1,0,Manchester City FC
21,P. Foden,0,0,0,0,1,2,1,1,24,3,1,0,1,2,0,Manchester City FC
22,E. Haaland,0,0,0,0,1,1,1,0,15,0,1,0,0,0,0,Manchester City FC
23,Bernardo Silva,0,0,0,1,1,0,0,0,38,1,2,1,2,2,0,Manchester City FC
24,J. Álvarez,0,0,0,0,0,2,1,0,27,1,1,0,1,0,0,Manchester City FC
25,S. Ortega,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,Manchester City FC
26,M. Kovačić,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,Manchester City FC
27,J. Doku,0,0,0,0,0,2,1,0,10,1,0,0,1,0,0,Manchester City FC
