,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Lerma,0,1,0,0,1,2,0,1,89,2,1,0,0,4,1,Crystal Palace FC
1,T. Mitchell,0,0,0,0,0,0,0,0,56,1,4,0,0,0,1,Crystal Palace FC
2,O. Édouard,1,0,0,0,1,6,2,4,16,0,0,2,1,0,1,Crystal Palace FC
3,M. Guéhi,0,0,0,0,0,0,0,0,124,0,2,0,3,3,,
4,J. Andersen,0,0,0,0,0,0,0,0,119,1,1,0,0,0,1,Crystal Palace FC
5,J. Ward,0,0,0,0,0,1,0,0,64,3,0,0,0,0,1,Crystal Palace FC
6,Samuel Luke Johnstone,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,
7,E. Eze,1,0,0,1,1,2,2,0,31,8,5,0,3,4,1,Crystal Palace FC
8,J. Schlupp,0,0,0,0,2,0,0,0,23,1,1,0,1,0,1,Crystal Palace FC
9,J. Ayew,0,0,0,0,2,0,0,0,43,3,0,2,1,4,1,Crystal Palace FC
10,W. Hughes,0,0,0,0,0,0,0,0,51,1,3,0,0,1,1,Crystal Palace FC
11,M. Olise,0,0,0,0,2,2,0,1,12,4,0,0,0,2,1,Crystal Palace FC
12,J. Mateta,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Crystal Palace FC
13,N. Ahamada,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,Crystal Palace FC
14,J. Garner,0,0,0,1,0,1,0,0,33,2,3,0,3,2,0,Everton FC
15,J. Branthwaite,0,0,0,0,0,0,0,0,32,0,1,0,1,1,0,Everton FC
16,D. Calvert-Lewin,0,0,0,0,1,0,0,0,12,0,0,0,2,0,0,Everton FC
17,J. Harrison,0,1,0,0,0,0,0,0,16,3,1,0,2,1,0,Everton FC
18,A. Young,0,0,0,0,0,0,0,0,30,6,1,0,0,0,0,Everton FC
19,A. Doucouré,1,1,0,1,0,1,1,0,24,0,1,0,3,0,0,Everton FC
20,J. Tarkowski,0,0,0,0,0,0,0,0,31,0,5,0,0,1,0,Everton FC
21,A. Onana,0,0,0,1,0,0,0,0,20,0,0,0,0,1,,Manchester United FC
22,V. Mykolenko,1,0,0,1,1,3,1,1,29,3,3,0,3,0,0,Everton FC
23,D. McNeil,0,0,0,0,0,1,1,0,28,7,3,0,0,0,0,Everton FC
24,J. Pickford,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,Everton FC
25,I. Gueye,1,0,0,0,0,1,1,0,13,0,3,0,1,0,0,Everton FC
26,Beto,0,0,0,0,0,1,0,0,5,0,1,0,3,1,0,Everton FC
27,N. Patterson,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Everton FC
