,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,E. Álvarez,0,0,0,0,0,0,0,0,35,0,0,0,2,0,1,West Ham United FC
1,J. Ward-Prowse,0,0,0,0,0,1,0,0,29,8,1,0,0,0,1,West Ham United FC
2,K. Mavropanos,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,West Ham United FC
3,A. Areola,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,West Ham United FC
4,V. Coufal,0,0,0,0,0,0,0,0,29,5,2,0,1,0,1,West Ham United FC
5,M. Kudus,1,0,0,1,0,2,1,0,23,2,5,1,1,3,1,West Ham United FC
6,K. Zouma,0,0,0,0,0,0,0,0,28,0,0,0,3,0,1,West Ham United FC
7,Emerson,0,0,0,0,2,2,1,1,34,1,4,0,0,1,1,West Ham United FC
8,Lucas Paquetá,0,1,0,1,0,2,0,2,46,0,2,0,2,7,1,West Ham United FC
9,T. Souček,0,0,0,0,0,1,0,0,17,0,2,0,2,2,1,West Ham United FC
10,J. Bowen,1,0,0,0,2,4,3,0,14,1,2,0,1,1,1,West Ham United FC
11,Pablo Fornals,0,0,0,0,0,0,0,0,3,0,0,0,1,0,,
12,B. Johnson,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,Tottenham Hotspur FC
13,Bruno Fernandes,0,0,0,1,0,2,0,0,57,5,1,0,1,0,0,Manchester United FC
14,A. Onana,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,Manchester United FC
15,K. Mainoo,0,0,0,0,1,1,1,0,73,1,5,0,0,1,0,Manchester United FC
16,R. Højlund,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,Manchester United FC
17,J. Evans,0,0,0,1,0,0,0,0,87,0,1,0,4,2,0,Manchester United FC
18,S. McTominay,0,0,0,0,0,1,0,0,35,0,3,0,0,1,0,Manchester United FC
19,L. Shaw,0,0,0,1,1,0,0,0,78,7,2,0,4,1,,
20,A. Wan-Bissaka,0,0,0,0,0,0,0,0,56,0,3,0,2,1,0,Manchester United FC
21,W. Kambwala,0,0,0,0,0,0,0,0,87,0,0,0,1,0,0,Manchester United FC
22,Antony,0,0,0,0,0,1,1,0,42,1,3,0,1,1,0,Manchester United FC
23,A. Garnacho,0,0,0,0,2,4,1,1,24,3,1,0,0,2,0,Manchester United FC
24,M. Rashford,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,Manchester United FC
25,F. Pellistri,0,0,0,0,0,1,0,1,8,0,1,0,1,0,,
26,Sergio Reguilón,0,0,0,0,0,0,0,0,5,2,0,1,0,0,,Brentford FC
27,C. Eriksen,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,
