,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Mudryk,0,0,0,0,0,1,0,0,25,3,0,0,2,2,1,Chelsea FC
1,B. Badiashile,0,0,0,0,0,0,0,0,131,0,3,0,1,2,1,Chelsea FC
2,Thiago Silva,0,0,0,0,0,0,0,0,140,1,1,0,0,2,1,Chelsea FC
3,A. Disasi,0,0,0,0,0,0,0,0,84,0,4,0,1,1,1,Chelsea FC
4,R. Sterling,0,1,0,0,1,1,1,0,43,4,2,0,0,0,1,Chelsea FC
5,M. Caicedo,0,0,0,0,1,1,0,1,110,2,1,0,1,1,1,Chelsea FC
6,L. Colwill,0,0,0,0,1,0,0,0,52,0,2,0,1,0,,
7,N. Jackson,1,0,0,0,2,3,2,0,26,0,0,3,0,1,1,Chelsea FC
8,C. Gallagher,0,0,0,1,0,2,1,0,87,2,1,0,2,2,1,Chelsea FC
9,C. Palmer,1,1,0,0,1,5,2,3,64,0,1,0,1,1,1,Chelsea FC
10,Đ. Petrović,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,Chelsea FC
11,E. Fernández,0,0,0,0,0,0,0,0,17,0,0,0,0,2,1,Chelsea FC
12,A. Broja,0,0,0,0,1,2,0,1,9,0,0,0,0,0,,Fulham FC
13,M. Gusto,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,Chelsea FC
14,I. Maatsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
15,C. Archer,0,0,0,0,2,3,0,2,24,0,4,0,1,0,0,Sheffield United FC
16,A. Trusty,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,Sheffield United FC
17,Vinicius Souza,0,0,0,0,0,0,0,0,28,1,6,0,1,0,0,Sheffield United FC
18,A. Ahmedhodžić,0,0,0,0,0,1,0,1,20,0,0,0,1,0,0,Sheffield United FC
19,J. McAtee,0,0,0,1,1,0,0,0,18,1,1,0,0,2,0,Sheffield United FC
20,M. Lowe,0,0,0,1,1,0,0,0,13,1,5,0,1,1,,
21,A. Brooks,0,0,0,0,0,0,0,0,9,1,1,0,2,0,0,Sheffield United FC
22,J. Bogle,0,0,0,0,0,1,0,1,16,0,9,0,3,3,0,Sheffield United FC
23,W. Foderingham,0,0,0,0,0,0,0,0,27,0,0,0,0,0,,
24,O. McBurnie,0,0,0,0,0,0,0,0,17,0,0,0,1,2,0,Sheffield United FC
25,G. Hamer,0,0,0,1,1,1,1,0,20,3,0,1,2,0,0,Sheffield United FC
26,W. Osula,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sheffield United FC
27,O. Norwood,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,Sheffield United FC
28,A. Ben Slimane,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,Sheffield United FC
