,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Ward-Prowse,0,0,0,0,1,1,0,0,32,8,2,0,0,2,1,West Ham United FC
1,N. Aguerd,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,West Ham United FC
2,Lucas Paquetá,0,0,0,1,1,0,0,0,44,2,2,0,3,2,1,West Ham United FC
3,K. Zouma,0,0,0,0,0,0,0,0,25,0,0,0,0,1,1,West Ham United FC
4,J. Bowen,0,0,0,0,1,1,1,0,14,2,2,1,0,3,1,West Ham United FC
5,T. Souček,1,0,0,0,0,1,1,0,14,0,0,0,2,0,1,West Ham United FC
6,Emerson,0,1,0,1,0,0,0,0,35,0,1,0,1,3,1,West Ham United FC
7,V. Coufal,0,1,0,0,1,0,0,0,36,3,2,0,0,2,1,West Ham United FC
8,E. Álvarez,0,0,0,0,0,1,0,0,25,0,2,0,2,1,1,West Ham United FC
9,A. Areola,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,West Ham United FC
10,M. Antonio,0,0,0,1,0,0,0,0,14,0,0,1,3,4,1,West Ham United FC
11,M. Kudus,1,0,0,0,0,1,1,0,10,0,0,0,0,0,1,West Ham United FC
12,S. Benrahma,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,
13,J. Lascelles,0,0,0,0,0,0,0,0,75,0,2,0,2,1,0,Newcastle United FC
14,K. Trippier,0,1,0,0,0,0,0,0,98,7,1,0,1,1,,
15,S. Longstaff,0,0,0,1,1,0,0,0,41,0,0,1,2,3,0,Newcastle United FC
16,D. Burn,0,0,0,0,0,3,1,1,51,1,0,0,0,0,0,Newcastle United FC
17,F. Schär,0,0,0,0,0,0,0,0,70,0,1,0,1,0,0,Newcastle United FC
18,Bruno Guimarães,0,0,0,1,0,1,0,0,89,1,1,0,2,1,0,Newcastle United FC
19,E. Anderson,0,0,0,0,0,2,0,0,34,0,0,0,2,0,0,Newcastle United FC
20,N. Pope,0,0,0,0,0,0,0,0,22,0,0,0,0,1,,
21,A. Isak,2,0,0,0,1,3,2,0,21,0,0,0,1,1,0,Newcastle United FC
22,M. Almirón,0,0,0,1,0,1,0,0,42,1,0,0,1,1,0,Newcastle United FC
23,S. Tonali,0,0,0,0,0,0,0,0,57,2,1,0,3,2,,
24,C. Wilson,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
25,J. Murphy,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,Newcastle United FC
26,Matthew Robert Targett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
