,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Matheus Cunha,0,0,0,0,1,0,0,0,9,0,1,1,3,1,1,Wolverhampton Wanderers FC
1,João Gomes,0,0,0,0,0,1,0,1,22,0,1,0,2,0,1,Wolverhampton Wanderers FC
2,R. Aït-Nouri,0,0,0,0,1,1,0,0,11,1,2,0,1,1,1,Wolverhampton Wanderers FC
3,Toti Gomes,0,0,0,0,0,0,0,0,53,0,1,1,1,0,1,Wolverhampton Wanderers FC
4,C. Dawson,0,0,0,1,0,0,0,0,54,0,1,0,1,0,,
5,M. Kilman,0,0,0,0,0,0,0,0,52,0,0,0,0,0,1,Wolverhampton Wanderers FC
6,Nélson Semedo,0,0,0,1,0,1,1,0,24,0,1,0,3,1,1,Wolverhampton Wanderers FC
7,Pedro Neto,0,1,0,0,0,1,0,0,22,8,0,1,0,2,,
8,M. Lemina,0,0,1,2,0,1,1,0,38,0,2,0,3,1,1,Wolverhampton Wanderers FC
9,José Sá,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,Wolverhampton Wanderers FC
10,Hwang Hee-Chan,1,0,0,0,0,2,1,1,23,1,2,0,0,1,1,Wolverhampton Wanderers FC
11,M. Doherty,0,0,0,0,0,0,0,0,14,0,1,0,1,1,1,Wolverhampton Wanderers FC
12,B. Traoré,0,0,0,0,0,0,0,0,16,0,0,0,1,0,1,Wolverhampton Wanderers FC
13,S. Kalajdžić,0,0,0,1,0,1,0,0,3,0,1,0,1,0,,
14,Fábio Silva,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,
15,J. McGinn,0,0,0,1,0,2,0,0,24,4,0,0,3,4,0,Aston Villa FC
16,L. Digne,0,0,0,0,1,0,0,0,43,12,0,0,0,1,0,Aston Villa FC
17,Pau Torres,1,0,0,0,0,2,1,0,67,1,0,0,1,0,0,Aston Villa FC
18,Diego Carlos,0,0,0,0,0,0,0,0,66,0,0,1,0,0,0,Aston Villa FC
19,O. Watkins,0,1,0,0,1,3,1,0,12,0,0,0,0,1,0,Aston Villa FC
20,E. Martínez,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,Aston Villa FC
21,E. Konsa,0,0,0,0,2,2,1,1,41,0,0,0,1,3,0,Aston Villa FC
22,Douglas Luiz,0,0,0,0,3,6,0,4,54,4,2,0,0,3,0,Aston Villa FC
23,M. Diaby,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,Aston Villa FC
24,B. Kamara,0,0,0,1,0,0,0,0,17,0,2,0,1,3,,
25,M. Cash,0,0,0,0,2,2,1,1,14,1,2,0,2,0,0,Aston Villa FC
26,N. Zaniolo,0,0,0,0,0,1,0,0,5,2,0,0,1,3,0,Aston Villa FC
27,L. Bailey,0,0,0,0,1,0,0,0,7,3,0,0,0,1,0,Aston Villa FC
28,Y. Tielemans,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,Aston Villa FC
