,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Szoboszlai,0,0,0,0,0,3,0,3,39,4,2,0,1,0,1,Liverpool FC
1,I. Konaté,0,0,0,0,0,1,0,1,55,0,2,0,0,4,1,Liverpool FC
2,D. Núñez,0,1,0,0,1,8,5,0,11,0,1,1,2,0,1,Liverpool FC
3,T. Alexander-Arnold,0,0,0,1,1,3,0,1,61,13,1,0,0,1,1,Liverpool FC
4,Mohamed Salah,2,1,0,0,1,6,4,2,39,2,0,0,1,1,1,Liverpool FC
5,W. Endo,0,0,0,1,0,2,0,1,69,2,1,0,3,2,1,Liverpool FC
6,V. van Dijk,0,0,0,0,1,1,0,1,64,0,1,0,1,0,1,Liverpool FC
7,C. Jones,1,0,0,0,1,5,3,2,54,0,2,0,1,2,1,Liverpool FC
8,J. Gomez,0,0,0,0,1,0,0,0,44,1,1,0,2,0,1,Liverpool FC
9,Alisson Becker,0,0,0,0,0,0,0,0,42,0,0,0,0,1,1,Liverpool FC
10,L. Díaz,0,0,0,1,0,1,1,0,32,1,0,0,3,1,1,Liverpool FC
11,Diogo Jota,0,1,0,0,1,1,0,1,6,0,2,0,1,3,1,Liverpool FC
12,R. Gravenberch,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,Liverpool FC
13,C. Gakpo,1,0,0,0,0,2,2,0,6,0,1,0,0,0,1,Liverpool FC
14,A. Mac Allister,0,0,0,0,0,0,0,0,24,0,1,0,1,0,1,Liverpool FC
15,F. Schär,0,0,0,0,0,0,0,0,44,0,1,0,2,2,0,Newcastle United FC
16,A. Isak,1,0,0,0,1,1,1,0,12,0,1,1,0,0,0,Newcastle United FC
17,D. Burn,0,0,0,0,0,0,0,0,28,1,4,0,0,0,0,Newcastle United FC
18,L. Miley,0,0,0,1,1,1,0,1,19,0,1,0,1,0,,
19,T. Livramento,0,0,0,0,0,0,0,0,29,0,3,0,0,2,0,Newcastle United FC
20,S. Botman,1,0,0,0,0,1,1,0,32,0,0,0,1,0,,
21,Joelinton,0,0,0,1,0,0,0,0,34,0,3,0,3,1,,
22,A. Gordon,0,1,0,0,0,1,1,0,22,2,3,0,3,3,0,Newcastle United FC
23,Bruno Guimarães,0,0,0,1,0,0,0,0,63,0,1,0,3,4,0,Newcastle United FC
24,M. Dúbravka,0,0,0,1,0,0,0,0,13,0,0,0,1,0,0,Newcastle United FC
25,S. Longstaff,0,1,0,1,1,0,0,0,37,2,3,1,1,1,0,Newcastle United FC
26,M. Almirón,0,0,0,0,0,1,0,0,6,0,0,1,0,2,0,Newcastle United FC
27,L. Hall,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Newcastle United FC
28,J. Lascelles,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Newcastle United FC
