,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,L. Digne,0,0,0,0,1,0,0,0,34,7,1,1,0,2,1,Aston Villa FC
1,O. Watkins,1,1,0,0,2,4,2,1,23,0,0,0,0,2,1,Aston Villa FC
2,Douglas Luiz,2,0,0,0,1,3,3,0,73,6,3,0,2,0,1,Aston Villa FC
3,Pau Torres,0,0,0,0,0,0,0,0,64,0,2,0,0,0,1,Aston Villa FC
4,E. Martínez,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,Aston Villa FC
5,B. Kamara,0,0,0,0,1,0,0,0,74,0,3,0,2,2,,
6,J. McGinn,0,1,0,0,0,1,0,0,40,2,0,1,1,1,1,Aston Villa FC
7,M. Cash,0,0,0,0,0,0,0,0,39,0,5,0,0,2,1,Aston Villa FC
8,E. Konsa,0,0,0,0,1,2,1,0,58,0,1,0,1,3,1,Aston Villa FC
9,N. Zaniolo,0,0,0,0,0,1,0,0,21,1,2,0,0,3,1,Aston Villa FC
10,M. Diaby,0,0,0,0,1,2,0,1,29,2,0,0,1,0,1,Aston Villa FC
11,L. Bailey,1,0,0,0,1,2,1,0,9,1,0,0,1,0,1,Aston Villa FC
12,Y. Tielemans,0,1,0,0,0,0,0,0,7,1,1,0,0,0,1,Aston Villa FC
13,Lucas Paquetá,0,0,0,0,0,1,0,0,44,0,1,2,2,2,0,West Ham United FC
14,N. Aguerd,0,0,0,0,1,1,0,1,39,0,0,0,1,1,0,West Ham United FC
15,J. Ward-Prowse,0,0,0,0,2,1,0,1,52,10,0,0,2,1,0,West Ham United FC
16,J. Bowen,1,0,0,0,1,3,2,0,17,4,0,0,1,2,0,West Ham United FC
17,M. Antonio,0,0,0,0,1,1,1,0,15,2,1,0,3,0,0,West Ham United FC
18,Emerson,0,0,0,1,0,0,0,0,47,2,1,0,1,1,0,West Ham United FC
19,E. Álvarez,0,1,0,0,0,2,0,2,54,0,1,0,2,0,0,West Ham United FC
20,V. Coufal,0,0,0,0,1,0,0,0,27,3,0,0,3,0,0,West Ham United FC
21,K. Zouma,0,0,0,0,0,2,0,2,23,0,0,0,0,0,0,West Ham United FC
22,T. Souček,0,0,0,0,1,2,0,1,10,0,0,1,0,0,0,West Ham United FC
23,A. Areola,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,West Ham United FC
24,M. Kudus,0,0,0,0,0,1,1,0,6,0,1,0,0,0,0,West Ham United FC
25,D. Ings,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,West Ham United FC
26,Pablo Fornals,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,
