,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Olise,2,0,0,0,2,6,3,2,54,7,1,0,1,1,1,Crystal Palace FC
1,E. Eze,1,0,0,0,1,3,2,1,41,5,1,0,0,2,1,Crystal Palace FC
2,J. Andersen,0,0,0,0,0,1,0,0,50,2,1,0,1,1,1,Crystal Palace FC
3,J. Ayew,0,1,0,0,2,1,0,0,21,4,1,0,2,3,1,Crystal Palace FC
4,T. Mitchell,0,1,0,0,0,0,0,0,40,1,1,0,0,1,1,Crystal Palace FC
5,M. Guéhi,0,1,0,0,0,0,0,0,51,0,1,0,2,0,,
6,J. Mateta,0,0,0,0,2,0,0,0,31,0,1,0,1,1,1,Crystal Palace FC
7,C. Richards,0,0,0,0,0,0,0,0,29,0,3,0,1,1,1,Crystal Palace FC
8,J. Lerma,0,0,0,0,0,2,1,0,41,1,4,1,4,0,1,Crystal Palace FC
9,Dean Bradley Henderson,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,
10,N. Clyne,0,0,0,0,0,0,0,0,51,4,1,0,0,0,1,Crystal Palace FC
11,Matheus França,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
12,W. Hughes,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,Crystal Palace FC
13,J. Schlupp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Crystal Palace FC
14,M. Jørgensen,0,0,0,0,0,0,0,0,70,0,3,0,2,1,0,Brentford FC
15,M. Jensen,0,0,0,0,0,0,0,0,37,3,3,0,0,1,0,Brentford FC
16,V. Janelt,0,0,0,0,0,0,0,0,43,2,2,0,0,0,0,Brentford FC
17,S. Ghoddos,0,0,0,1,1,2,1,0,53,6,1,0,1,1,0,Brentford FC
18,K. Lewis-Potter,1,0,0,0,1,2,2,0,19,3,3,1,0,1,0,Brentford FC
19,C. Nørgaard,0,0,0,0,0,1,1,0,43,0,2,0,2,0,0,Brentford FC
20,M. Roerslev,0,1,0,0,0,0,0,0,27,2,2,0,1,1,0,Brentford FC
21,M. Flekken,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,Brentford FC
22,Y. Wissa,0,0,0,0,0,1,0,0,13,0,1,0,1,3,0,Brentford FC
23,N. Collins,0,0,0,0,0,1,0,0,63,0,1,0,0,1,0,Brentford FC
24,E. Pinnock,0,0,0,0,1,0,0,0,43,1,1,0,1,1,0,Brentford FC
25,F. Onyeka,0,0,0,0,1,0,0,0,18,2,1,0,1,1,0,Brentford FC
26,N. Maupay,0,0,0,0,0,2,0,1,12,1,0,0,0,1,0,Brentford FC
27,M. Damsgaard,0,0,0,0,0,0,0,0,23,2,0,0,0,1,0,Brentford FC
28,Y. Yarmoliuk,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,Brentford FC
29,M. Olakigbe,0,0,0,0,0,0,0,0,3,2,0,0,0,1,,
