,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,N. Williams,0,0,0,0,1,1,0,1,28,2,7,0,2,3,1,Nottingham Forest FC
1,C. Wood,1,1,0,0,2,4,2,1,29,2,1,0,2,0,1,Nottingham Forest FC
2,Murillo,0,0,0,0,0,0,0,0,16,0,2,0,0,1,1,Nottingham Forest FC
3,M. Gibbs-White,0,1,0,0,1,1,1,0,40,6,4,0,1,2,1,Nottingham Forest FC
4,R. Yates,0,0,0,0,1,1,0,1,32,1,5,0,2,2,1,Nottingham Forest FC
5,M. Turner,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,Nottingham Forest FC
6,D. Origi,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,Nottingham Forest FC
7,H. Toffolo,0,0,0,0,0,0,0,0,11,1,2,0,0,0,1,Nottingham Forest FC
8,A. Elanga,1,0,0,0,0,3,2,1,18,1,2,0,1,0,1,Nottingham Forest FC
9,W. Boly,0,0,1,2,0,0,0,0,9,0,2,0,2,0,,
10,O. Mangala,0,0,0,0,0,0,0,0,6,0,1,0,0,2,,
11,M. Niakhaté,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,Nottingham Forest FC
12,C. Hudson-Odoi,0,0,0,0,0,1,0,1,11,1,0,0,0,0,1,Nottingham Forest FC
13,O. Aina,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,Nottingham Forest FC
14,Danilo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Nottingham Forest FC
15,P. Billing,0,0,0,0,0,3,1,0,29,0,0,0,1,0,0,AFC Bournemouth
16,R. Christie,0,0,0,1,1,0,0,0,45,4,1,0,1,1,0,AFC Bournemouth
17,L. Cook,0,0,0,0,0,0,0,0,12,2,2,0,0,0,0,AFC Bournemouth
18,Dango Ouattara,0,0,0,0,1,2,0,1,49,4,7,0,0,1,0,AFC Bournemouth
19,Neto,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,AFC Bournemouth
20,M. Senesi,0,1,0,0,1,0,0,0,88,7,0,0,0,1,0,AFC Bournemouth
21,I. Zabarnyi,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,AFC Bournemouth
22,D. Solanke,3,0,0,0,2,6,3,1,13,0,0,0,0,2,0,AFC Bournemouth
23,M. Tavernier,0,0,0,0,0,2,0,2,47,5,0,0,1,0,0,AFC Bournemouth
24,A. Smith,0,1,0,0,0,0,0,0,54,3,1,0,0,2,0,AFC Bournemouth
25,A. Semenyo,0,0,0,1,1,4,3,0,40,1,1,0,3,1,0,AFC Bournemouth
26,A. Scott,0,0,0,1,0,0,0,0,25,2,1,0,2,1,0,AFC Bournemouth
27,J. Rothwell,0,0,0,0,0,0,0,0,17,1,0,0,0,0,,
28,L. Sinisterra,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,AFC Bournemouth
29,K. Moore,0,0,0,0,0,0,0,0,4,0,0,0,2,0,,
30,D. Brooks,0,0,0,0,0,1,0,0,3,0,1,0,0,0,,
