,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,V. van Dijk,0,0,0,1,0,0,0,0,51,0,0,0,2,0,1,Liverpool FC
1,W. Endo,0,0,0,1,0,0,0,0,67,0,2,0,3,0,1,Liverpool FC
2,J. Gomez,0,0,0,1,0,0,0,0,43,1,3,0,3,1,1,Liverpool FC
3,A. Mac Allister,0,1,0,1,2,5,0,3,64,2,3,0,4,2,1,Liverpool FC
4,C. Kelleher,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,Liverpool FC
5,J. Quansah,0,0,0,0,0,0,0,0,114,0,2,0,0,0,1,Liverpool FC
6,Mohamed Salah,1,0,0,0,1,12,4,3,37,0,0,1,0,0,1,Liverpool FC
7,D. Szoboszlai,0,0,0,0,2,3,0,1,54,9,1,0,2,1,1,Liverpool FC
8,D. Núñez,0,0,0,0,0,2,2,0,17,0,1,1,0,0,1,Liverpool FC
9,C. Bradley,0,0,0,0,0,2,0,1,49,1,6,1,0,1,1,Liverpool FC
10,L. Díaz,1,0,0,0,3,4,2,1,37,0,1,2,5,0,1,Liverpool FC
11,H. Elliott,0,0,0,0,0,2,0,1,8,0,0,0,0,0,1,Liverpool FC
12,C. Gakpo,0,0,0,1,0,0,0,0,4,0,0,0,1,0,1,Liverpool FC
13,R. Gravenberch,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Liverpool FC
14,P. Groß,0,0,0,1,1,0,0,0,89,8,3,0,1,2,0,Brighton & Hove Albion FC
15,L. Dunk,0,0,0,0,1,2,2,0,91,0,1,0,1,0,0,Brighton & Hove Albion FC
16,D. Welbeck,1,0,0,1,0,3,1,0,23,0,3,0,0,2,0,Brighton & Hove Albion FC
17,J. Veltman,0,0,0,0,0,0,0,0,28,1,6,0,0,4,0,Brighton & Hove Albion FC
18,J. Moder,0,0,0,0,2,1,0,1,25,1,3,1,1,1,0,Brighton & Hove Albion FC
19,S. Adingra,0,0,0,0,0,0,0,0,24,0,1,1,1,2,0,Brighton & Hove Albion FC
20,C. Baleba,0,0,0,0,0,2,0,1,33,0,3,0,1,4,0,Brighton & Hove Albion FC
21,J. van Hecke,0,0,0,1,0,0,0,0,64,0,2,0,0,1,0,Brighton & Hove Albion FC
22,B. Verbruggen,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,Brighton & Hove Albion FC
23,P. Estupiñán,0,0,0,0,0,0,0,0,44,5,4,0,0,1,0,Brighton & Hove Albion FC
24,T. Lamptey,0,0,0,0,0,0,0,0,7,1,2,1,1,2,0,Brighton & Hove Albion FC
25,F. Buonanotte,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,Brighton & Hove Albion FC
26,E. Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton & Hove Albion FC
27,A. Lallana,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,Brighton & Hove Albion FC
28,V. Barco,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Brighton & Hove Albion FC
