,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Kovačić,0,0,0,0,0,2,1,0,60,0,1,0,4,1,1,Manchester City FC
1,Ederson,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,Manchester City FC
2,N. Aké,1,0,0,0,1,1,1,0,68,1,0,0,0,1,1,Manchester City FC
3,Rodri,0,1,0,0,0,2,1,0,99,0,0,0,0,0,1,Manchester City FC
4,J. Stones,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,Manchester City FC
5,M. Akanji,1,0,0,0,1,1,1,0,80,0,1,0,0,2,1,Manchester City FC
6,J. Álvarez,0,0,0,0,3,2,0,1,49,5,0,0,0,0,1,Manchester City FC
7,K. Walker,0,0,0,0,2,1,0,1,77,5,0,0,2,0,,
8,Bernardo Silva,2,0,0,0,1,4,2,0,67,2,0,0,0,0,1,Manchester City FC
9,E. Haaland,0,0,0,0,2,3,0,3,9,0,0,0,0,2,1,Manchester City FC
10,J. Doku,1,4,0,0,1,3,1,1,37,3,2,0,0,0,1,Manchester City FC
11,P. Foden,1,0,0,0,0,2,1,1,30,1,0,0,0,1,1,Manchester City FC
12,K. Phillips,0,0,0,0,0,0,0,0,18,0,1,0,1,1,,West Ham United FC
13,Matheus Nunes,0,0,0,0,0,0,0,0,14,0,0,0,1,0,1,Manchester City FC
14,R. Lewis,0,0,0,0,1,0,0,0,15,0,0,0,0,1,1,Manchester City FC
15,O. Bobb,0,1,0,0,0,0,0,0,6,1,0,0,0,0,1,Manchester City FC
16,M. Tavernier,0,0,0,0,0,0,0,0,19,0,0,0,1,1,0,AFC Bournemouth
17,P. Billing,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,AFC Bournemouth
18,L. Kelly,0,0,0,0,0,0,0,0,54,0,0,0,1,1,0,AFC Bournemouth
19,D. Solanke,0,0,0,0,0,3,0,0,20,0,0,1,0,1,0,AFC Bournemouth
20,R. Christie,0,0,0,0,1,0,0,0,35,1,2,1,1,2,0,AFC Bournemouth
21,I. Zabarnyi,0,0,0,0,0,0,0,0,65,0,0,0,2,0,0,AFC Bournemouth
22,M. Kerkez,0,0,0,0,0,0,0,0,21,3,0,0,0,1,0,AFC Bournemouth
23,A. Radu,0,0,0,0,0,0,0,0,38,0,0,0,0,0,,
24,A. Scott,0,0,0,0,0,1,0,1,21,0,0,0,0,2,0,AFC Bournemouth
25,C. Mepham,0,0,0,0,0,0,0,0,14,0,1,0,1,0,0,AFC Bournemouth
26,M. Aarons,0,1,0,0,0,0,0,0,36,0,1,0,0,0,0,AFC Bournemouth
27,M. Senesi,0,0,0,0,0,0,0,0,26,0,2,0,1,0,0,AFC Bournemouth
28,J. Rothwell,0,0,0,0,0,0,0,0,17,1,0,0,0,0,,
29,A. Semenyo,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,AFC Bournemouth
30,L. Sinisterra,1,0,0,0,0,1,1,0,4,0,1,0,1,0,0,AFC Bournemouth
31,J. Kluivert,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,AFC Bournemouth
