,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Richarlison,1,0,0,0,0,4,2,0,24,0,2,1,2,0,1,Tottenham Hotspur FC
1,J. Maddison,0,0,0,0,1,4,0,2,81,3,3,0,1,4,1,Tottenham Hotspur FC
2,D. Udogie,1,0,0,0,0,2,1,1,75,1,2,0,1,2,1,Tottenham Hotspur FC
3,T. Werner,0,1,0,0,3,3,1,1,48,4,2,1,0,0,1,Tottenham Hotspur FC
4,R. Bentancur,0,0,0,0,0,0,0,0,46,0,0,0,2,1,1,Tottenham Hotspur FC
5,C. Romero,0,0,0,0,0,0,0,0,78,0,2,0,0,1,1,Tottenham Hotspur FC
6,Pedro Porro,0,0,0,0,0,2,0,0,70,8,3,0,1,1,1,Tottenham Hotspur FC
7,D. Kulusevski,0,0,0,1,1,2,0,2,37,2,2,0,1,0,1,Tottenham Hotspur FC
8,O. Skipp,0,0,0,0,0,1,0,1,25,0,2,0,1,2,,
9,M. van de Ven,0,0,0,0,0,0,0,0,55,0,2,0,1,1,1,Tottenham Hotspur FC
10,G. Vicario,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,Tottenham Hotspur FC
11,B. Johnson,1,0,0,0,0,1,1,0,13,0,1,0,0,0,1,Tottenham Hotspur FC
12,P. Højbjerg,0,0,0,0,0,0,0,0,38,0,2,0,2,1,1,Tottenham Hotspur FC
13,R. Drăgușin,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Tottenham Hotspur FC
14,J. Donley,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,
15,M. Jensen,0,0,0,0,0,0,0,0,19,5,3,1,0,0,0,Brentford FC
16,C. Nørgaard,0,0,0,1,0,0,0,0,37,0,3,0,6,3,0,Brentford FC
17,N. Collins,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,Brentford FC
18,N. Maupay,1,0,0,1,1,1,1,0,20,0,0,0,2,2,0,Brentford FC
19,V. Janelt,0,0,0,0,0,0,0,0,18,1,1,0,1,2,0,Brentford FC
20,M. Flekken,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,Brentford FC
21,E. Pinnock,0,0,0,0,0,1,0,0,24,0,1,0,0,1,0,Brentford FC
22,M. Roerslev,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,Brentford FC
23,I. Toney,1,0,0,0,0,5,3,0,21,1,3,2,3,2,0,Brentford FC
24,K. Lewis-Potter,0,0,0,0,0,0,0,0,19,2,1,0,0,1,0,Brentford FC
25,B. Mee,0,0,0,0,0,1,0,1,24,1,4,0,0,0,,
26,Y. Yarmoliuk,0,0,0,1,0,0,0,0,9,2,0,0,1,1,0,Brentford FC
27,J. Dasilva,0,0,0,0,0,0,0,0,8,5,1,0,0,0,,
28,K. Ajer,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,Brentford FC
29,S. Baptiste,0,0,0,0,1,1,1,0,1,0,0,0,0,0,,
30,M. Damsgaard,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,Brentford FC
