,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,S. Longstaff,1,0,0,1,0,2,1,0,46,1,0,0,0,3,1,Newcastle United FC
1,K. Trippier,0,1,0,1,1,0,0,0,83,9,1,0,0,2,,
2,D. Burn,0,0,0,0,0,0,0,0,49,0,3,0,0,0,1,Newcastle United FC
3,Joelinton,0,0,0,0,0,0,0,0,22,0,2,0,0,1,,
4,J. Murphy,1,2,0,0,3,2,2,0,35,5,0,0,0,1,1,Newcastle United FC
5,A. Gordon,1,0,0,0,0,2,1,0,26,0,0,0,0,1,1,Newcastle United FC
6,J. Lascelles,0,0,0,0,0,0,0,0,95,0,0,0,3,0,1,Newcastle United FC
7,C. Wilson,1,0,0,0,0,2,1,0,6,1,0,0,2,2,,
8,Bruno Guimarães,0,0,0,0,2,1,1,0,49,2,1,0,0,2,1,Newcastle United FC
9,F. Schär,0,0,0,0,0,0,0,0,84,0,0,0,0,0,1,Newcastle United FC
10,N. Pope,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,
11,A. Isak,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,Newcastle United FC
12,M. Almirón,0,0,0,0,0,1,1,0,14,0,0,0,0,0,1,Newcastle United FC
13,T. Livramento,0,0,0,0,0,0,0,0,11,0,1,0,1,0,1,Newcastle United FC
14,S. Tonali,0,0,0,0,0,0,0,0,18,0,0,0,0,0,,
15,E. Anderson,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,Newcastle United FC
16,T. Mitchell,0,0,0,1,1,1,0,0,46,4,5,0,1,0,0,Crystal Palace FC
17,M. Guéhi,0,0,0,0,0,2,0,1,44,0,1,0,0,1,,
18,J. Andersen,0,0,0,0,0,0,0,0,43,0,1,0,1,0,0,Crystal Palace FC
19,J. Lerma,0,0,0,0,1,1,0,0,43,0,1,0,3,0,0,Crystal Palace FC
20,S. Johnstone,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,
21,O. Édouard,0,0,0,1,4,3,1,2,12,1,2,0,2,2,0,Crystal Palace FC
22,W. Hughes,0,0,0,0,0,0,0,0,28,4,2,0,1,0,0,Crystal Palace FC
23,J. Mateta,0,0,0,1,1,1,0,0,14,0,0,1,1,1,0,Crystal Palace FC
24,J. Ward,0,0,0,0,1,2,0,0,31,2,2,0,0,0,0,Crystal Palace FC
25,J. Ayew,0,0,0,0,0,3,0,1,39,0,2,0,2,2,0,Crystal Palace FC
26,C. Doucouré,0,0,0,0,0,2,1,0,47,0,3,0,1,1,,
27,J. Rak-Sakyi,0,0,0,0,0,1,1,0,12,0,0,0,0,0,,
28,Matheus França,0,0,0,0,0,1,0,0,9,4,0,0,0,0,,
29,D. Ozoh,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,Crystal Palace FC
