,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,N. Jackson,0,0,0,1,1,1,1,0,10,0,1,3,2,0,1,Chelsea FC
1,E. Fernández,0,0,0,0,0,1,0,0,33,2,2,1,1,1,1,Chelsea FC
2,Thiago Silva,0,0,0,0,0,0,0,0,56,0,1,0,0,0,1,Chelsea FC
3,M. Gusto,0,0,1,0,0,0,0,0,43,0,4,1,1,1,1,Chelsea FC
4,A. Disasi,0,0,0,0,0,1,0,0,60,1,1,2,0,1,1,Chelsea FC
5,C. Gallagher,0,0,0,0,1,1,0,1,50,2,3,0,0,2,1,Chelsea FC
6,L. Colwill,0,0,0,0,0,0,0,0,51,1,2,0,0,0,,
7,M. Mudryk,0,0,0,0,0,0,0,0,12,3,2,0,0,0,1,Chelsea FC
8,M. Caicedo,0,0,0,0,0,1,1,0,34,0,1,0,2,0,1,Chelsea FC
9,Robert Sánchez,0,0,0,0,0,0,0,0,22,0,0,0,0,0,,
10,R. Sterling,0,0,0,0,2,1,1,0,19,3,2,1,0,2,1,Chelsea FC
11,B. Chilwell,0,0,0,1,1,1,1,0,19,2,1,0,1,2,1,Chelsea FC
12,C. Palmer,0,0,0,0,0,2,0,2,20,0,0,1,0,1,1,Chelsea FC
13,L. Ugochukwu,0,0,0,0,0,0,0,0,13,0,3,0,1,0,,
14,A. Broja,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,Fulham FC
15,N. Zaniolo,0,0,0,0,4,2,1,1,15,5,0,0,2,1,0,Aston Villa FC
16,E. Martínez,0,0,0,1,0,0,0,0,46,0,0,0,0,0,0,Aston Villa FC
17,E. Konsa,0,0,0,0,0,1,0,0,38,0,1,0,0,2,0,Aston Villa FC
18,Pau Torres,0,0,0,0,0,0,0,0,49,0,2,0,0,0,0,Aston Villa FC
19,B. Kamara,0,0,0,0,0,0,0,0,45,0,5,0,1,0,,
20,M. Cash,0,0,0,0,1,3,2,1,33,1,0,0,0,0,0,Aston Villa FC
21,M. Diaby,0,0,0,0,0,2,1,0,17,2,1,1,0,0,0,Aston Villa FC
22,Douglas Luiz,0,0,0,1,2,2,0,2,58,5,2,0,3,1,0,Aston Villa FC
23,J. McGinn,0,0,0,0,0,0,0,0,19,3,1,0,1,0,0,Aston Villa FC
24,L. Digne,0,0,0,1,3,2,1,0,34,4,4,0,1,1,0,Aston Villa FC
25,O. Watkins,1,0,0,0,0,2,1,1,7,1,0,0,0,2,0,Aston Villa FC
26,J. Ramsey,0,0,0,0,1,1,1,0,6,0,4,0,0,0,,
27,L. Bailey,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,Aston Villa FC
28,Y. Tielemans,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,Aston Villa FC
29,L. Dendoncker,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
30,J. Durán,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,Aston Villa FC
