,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,C. Mepham,0,0,0,0,1,1,1,0,68,0,1,0,3,0,1,AFC Bournemouth
1,A. Scott,0,0,0,0,3,1,0,0,38,6,0,0,0,2,1,AFC Bournemouth
2,M. Aarons,0,0,0,0,0,0,0,0,24,1,3,0,0,4,1,AFC Bournemouth
3,R. Christie,0,0,0,0,0,0,0,0,25,1,2,0,1,2,1,AFC Bournemouth
4,A. Radu,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,
5,I. Zabarnyi,0,0,0,0,0,0,0,0,57,0,2,0,0,0,1,AFC Bournemouth
6,P. Billing,1,0,0,1,0,2,1,0,20,2,3,0,2,0,1,AFC Bournemouth
7,D. Solanke,0,0,0,0,0,2,1,1,15,0,0,2,0,1,1,AFC Bournemouth
8,M. Tavernier,0,0,0,0,3,3,2,0,28,12,8,1,1,2,1,AFC Bournemouth
9,L. Kelly,0,0,0,0,1,1,0,0,47,1,4,0,2,1,1,AFC Bournemouth
10,A. Semenyo,1,0,0,0,2,2,1,1,16,1,1,0,0,0,1,AFC Bournemouth
11,Dango Ouattara,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,AFC Bournemouth
12,M. Kerkez,0,0,0,0,0,1,0,1,3,0,1,0,0,0,1,AFC Bournemouth
13,J. Rothwell,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
14,A. Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AFC Bournemouth
15,J. Guðmunds­son,0,0,0,0,0,0,0,0,34,2,2,0,0,1,0,Burnley FC
16,J. Trafford,0,0,0,0,0,0,0,0,47,0,1,0,0,0,,
17,A. Al Dakhil,0,0,0,1,0,0,0,0,66,0,2,0,1,0,,
18,A. Zaroury,0,0,0,0,2,1,1,0,22,2,0,0,3,1,,
19,C. Taylor,1,0,0,1,2,2,1,1,35,2,0,0,1,2,0,Burnley FC
20,J. Cullen,0,0,0,1,0,0,0,0,25,0,1,0,1,1,0,Burnley FC
21,Vitinho,0,0,0,0,0,0,0,0,58,1,0,0,0,1,0,Burnley FC
22,D. O'Shea,0,1,0,0,0,0,0,0,58,0,0,0,1,1,0,Burnley FC
23,L. Koleosho,0,0,0,0,0,0,0,0,22,3,0,0,3,1,,
24,J. Brownhill,0,0,0,0,0,0,0,0,36,1,5,0,1,0,0,Burnley FC
25,Z. Amdouni,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,Burnley FC
26,J. Rodríguez,0,0,0,0,0,0,0,0,17,0,0,1,1,0,0,Burnley FC
27,S. Berge,0,0,0,0,0,2,1,0,27,0,0,0,0,0,0,Burnley FC
28,J. Bruun Larsen,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,Burnley FC
29,N. Redmond,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
30,M. Trésor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burnley FC
