,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Ward,1,0,0,0,1,2,0,1,19,2,4,0,3,0,1,Crystal Palace FC
1,W. Hughes,0,0,0,0,1,1,0,1,20,7,2,0,2,1,1,Crystal Palace FC
2,C. Doucouré,0,0,0,0,0,1,0,1,22,0,7,0,0,0,,
3,J. Andersen,0,1,0,1,2,2,0,1,33,1,1,1,1,0,1,Crystal Palace FC
4,S. Johnstone,0,0,0,0,0,0,0,0,23,0,0,0,0,0,,
5,T. Mitchell,0,0,0,0,0,0,0,0,13,1,1,0,1,0,1,Crystal Palace FC
6,J. Schlupp,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,Crystal Palace FC
7,J. Lerma,0,0,0,0,0,0,0,0,16,0,0,0,2,2,1,Crystal Palace FC
8,O. Édouard,0,0,0,0,2,2,1,1,8,1,2,0,4,1,1,Crystal Palace FC
9,M. Guéhi,0,0,0,0,0,1,0,0,27,0,1,0,0,2,,
10,J. Ayew,1,0,0,1,2,2,2,0,13,4,3,0,5,3,1,Crystal Palace FC
11,J. Rak-Sakyi,0,0,0,0,1,1,0,1,3,0,1,0,1,2,,
12,N. Ahamada,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,Crystal Palace FC
13,N. Clyne,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,Crystal Palace FC
14,Matheus França,0,0,0,0,1,1,0,0,4,4,0,0,0,0,,
15,J. Mateta,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Crystal Palace FC
16,Son Heung-Min,1,0,0,0,0,2,1,1,20,1,0,1,2,0,0,Tottenham Hotspur FC
17,Y. Bissouma,0,0,0,0,0,1,0,0,64,0,3,0,0,4,0,Tottenham Hotspur FC
18,B. Davies,0,0,0,0,0,0,0,0,21,1,1,0,0,0,,
19,J. Maddison,0,0,0,0,0,2,0,0,36,3,1,1,1,2,0,Tottenham Hotspur FC
20,Richarlison,0,0,0,0,0,1,0,0,27,2,1,0,2,1,0,Tottenham Hotspur FC
21,C. Romero,0,0,0,0,0,0,0,0,151,0,1,0,0,0,0,Tottenham Hotspur FC
22,M. van de Ven,0,0,0,0,0,0,0,0,97,0,2,0,0,3,0,Tottenham Hotspur FC
23,Pedro Porro,0,0,0,0,0,1,0,1,74,3,6,0,1,0,0,Tottenham Hotspur FC
24,P. Sarr,0,0,0,0,1,0,0,0,75,4,0,0,2,1,0,Tottenham Hotspur FC
25,D. Kulusevski,0,0,0,0,1,1,0,1,30,2,0,0,1,2,0,Tottenham Hotspur FC
26,G. Vicario,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,Tottenham Hotspur FC
27,Emerson Royal,0,0,0,0,0,1,0,1,34,0,3,0,2,4,0,Tottenham Hotspur FC
28,P. Højbjerg,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,Tottenham Hotspur FC
29,B. Johnson,0,1,0,1,0,0,0,0,8,0,2,0,0,0,0,Tottenham Hotspur FC
30,R. Bentancur,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,Tottenham Hotspur FC
31,Bryan Gil,0,0,0,0,0,0,0,0,2,0,0,1,0,1,,
