,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Gusto,0,0,0,1,1,0,0,0,46,2,0,0,3,2,1,Chelsea FC
1,A. Disasi,1,0,0,0,0,0,0,0,80,2,0,0,0,0,1,Chelsea FC
2,C. Gallagher,0,0,0,0,0,2,1,0,64,1,1,0,3,2,1,Chelsea FC
3,Đ. Petrović,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,Chelsea FC
4,Thiago Silva,1,0,0,0,0,2,1,0,87,0,1,0,0,0,1,Chelsea FC
5,B. Chilwell,0,0,0,1,3,0,0,0,47,9,5,0,1,1,1,Chelsea FC
6,E. Fernández,0,0,0,0,0,1,0,0,84,3,5,0,2,2,1,Chelsea FC
7,C. Palmer,1,0,0,0,2,4,1,2,49,1,0,1,0,2,1,Chelsea FC
8,M. Caicedo,0,1,0,1,0,0,0,0,53,0,0,0,2,1,1,Chelsea FC
9,R. Sterling,0,0,0,0,0,2,0,0,22,1,0,1,2,1,1,Chelsea FC
10,C. Nkunku,0,0,0,0,1,2,2,0,13,0,0,0,0,0,,
11,N. Jackson,0,0,0,0,0,1,0,0,10,0,0,1,0,0,1,Chelsea FC
12,C. Chukwuemeka,0,0,0,0,1,1,1,0,13,0,0,0,0,0,1,Chelsea FC
13,M. Mudryk,0,1,0,0,2,0,0,0,20,5,1,0,0,0,1,Chelsea FC
14,A. Gilchrist,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,Chelsea FC
15,B. Badiashile,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,Chelsea FC
16,Pedro Neto,0,1,0,1,0,4,2,2,21,1,0,0,2,0,,
17,M. Kilman,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,Wolverhampton Wanderers FC
18,R. Aït-Nouri,0,0,0,0,0,1,0,0,31,0,4,0,0,1,0,Wolverhampton Wanderers FC
19,João Gomes,0,1,0,0,0,0,0,0,22,0,6,0,3,0,0,Wolverhampton Wanderers FC
20,M. Lemina,0,0,0,0,0,0,0,0,36,0,2,0,3,1,0,Wolverhampton Wanderers FC
21,Toti Gomes,0,0,0,0,0,0,0,0,41,0,1,0,2,0,0,Wolverhampton Wanderers FC
22,Matheus Cunha,3,0,0,0,0,5,4,0,32,0,0,0,0,6,0,Wolverhampton Wanderers FC
23,C. Dawson,0,0,0,0,0,0,0,0,25,0,2,0,0,0,,
24,Nélson Semedo,0,0,0,1,0,1,0,1,33,0,1,0,0,3,0,Wolverhampton Wanderers FC
25,José Sá,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,Wolverhampton Wanderers FC
26,Pablo Sarabia,0,0,0,0,1,2,0,0,27,5,0,0,0,3,0,Wolverhampton Wanderers FC
27,T. Doyle,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,Wolverhampton Wanderers FC
28,J. Bellegarde,0,0,0,0,0,1,1,0,9,0,0,0,0,0,,
29,Hugo Bueno,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,Wolverhampton Wanderers FC
30,M. Doherty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolverhampton Wanderers FC
