,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,F. Onyeka,0,0,0,0,0,0,0,0,23,0,1,0,2,2,1,Brentford FC
1,S. Ghoddos,0,0,0,0,0,1,0,0,11,2,2,1,0,1,1,Brentford FC
2,K. Ajer,0,0,0,1,0,1,0,1,21,0,2,0,2,1,1,Brentford FC
3,C. Nørgaard,0,0,0,0,0,1,0,0,31,2,5,0,1,0,1,Brentford FC
4,M. Flekken,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,Brentford FC
5,B. Mbeumo,0,0,0,0,0,2,1,0,16,0,0,0,1,2,1,Brentford FC
6,Y. Yarmoliuk,0,0,0,0,0,1,1,0,17,1,0,0,1,0,1,Brentford FC
7,V. Janelt,0,0,0,0,1,0,0,0,30,3,2,0,0,0,1,Brentford FC
8,Y. Wissa,0,0,0,0,0,1,0,0,12,0,0,1,0,0,1,Brentford FC
9,E. Pinnock,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,Brentford FC
10,B. Mee,0,0,0,0,0,0,0,0,38,0,2,0,0,0,,
11,S. Baptiste,0,0,0,0,0,0,0,0,6,0,0,0,1,0,,
12,N. Maupay,0,0,0,0,0,2,1,0,5,0,0,0,1,0,1,Brentford FC
13,K. Lewis-Potter,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Brentford FC
14,M. Jørgensen,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,Brentford FC
15,Gabriel Jesus,0,0,0,0,1,4,2,1,13,1,1,1,2,1,0,Arsenal FC
16,A. Ramsdale,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,
17,Gabriel Martinelli,0,0,0,1,1,1,0,0,28,6,0,0,2,0,0,Arsenal FC
18,D. Rice,0,0,0,0,2,1,0,1,73,0,0,0,0,2,0,Arsenal FC
19,O. Zinchenko,0,0,0,0,1,1,0,1,75,4,1,0,0,0,0,Arsenal FC
20,M. Ødegaard,0,0,0,0,0,1,0,0,57,2,0,1,1,0,0,Arsenal FC
21,Gabriel Magalhães,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0,Arsenal FC
22,B. Saka,0,1,0,0,1,0,0,0,40,6,1,0,0,0,0,Arsenal FC
23,T. Tomiyasu,0,0,0,0,1,1,0,1,50,1,1,0,1,2,0,Arsenal FC
24,W. Saliba,0,0,0,0,0,1,0,0,48,0,2,0,1,0,0,Arsenal FC
25,L. Trossard,0,0,0,0,0,2,0,0,28,7,1,1,0,2,0,Arsenal FC
26,E. Nketiah,0,0,0,0,1,1,1,0,7,0,0,0,0,0,0,Arsenal FC
27,K. Havertz,1,0,0,0,0,1,1,0,7,0,1,0,0,0,0,Arsenal FC
28,Jorginho,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Arsenal FC
29,B. White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Arsenal FC
