,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,W. Endo,0,0,0,0,0,0,0,0,53,0,3,0,1,0,1,Liverpool FC
1,V. van Dijk,1,0,0,0,0,2,2,0,66,0,0,0,0,1,1,Liverpool FC
2,R. Gravenberch,0,0,0,0,1,2,1,1,25,0,5,0,3,1,1,Liverpool FC
3,H. Elliott,1,0,0,0,1,5,2,1,49,10,0,0,0,1,1,Liverpool FC
4,L. Díaz,1,0,0,0,3,10,3,4,27,0,2,0,0,4,1,Liverpool FC
5,A. Mac Allister,0,2,0,0,1,0,0,0,44,7,2,0,1,1,1,Liverpool FC
6,J. Quansah,0,0,0,0,0,0,0,0,51,0,1,0,2,1,1,Liverpool FC
7,J. Gomez,0,0,0,1,0,1,0,0,50,0,1,0,2,0,1,Liverpool FC
8,C. Kelleher,0,0,0,0,0,0,0,0,55,0,0,0,0,0,1,Liverpool FC
9,C. Gakpo,1,0,0,0,4,8,4,2,24,0,2,2,3,4,1,Liverpool FC
10,C. Bradley,0,0,0,0,2,1,1,0,33,3,3,0,0,0,1,Liverpool FC
11,A. Robertson,0,1,0,0,1,0,0,0,16,2,1,0,0,0,1,Liverpool FC
12,B. Clark,0,0,0,0,0,0,0,0,7,0,1,0,1,0,,
13,J. Danns,0,0,0,0,0,0,0,0,4,0,0,0,1,0,,
14,J. McConnell,0,0,0,0,0,0,0,0,4,0,0,0,1,1,,
15,A. Sambi Lokonga,0,0,0,0,0,0,0,0,16,0,1,0,0,2,0,Luton Town FC
16,R. Barkley,0,0,0,1,0,2,1,0,46,2,3,0,1,3,0,Luton Town FC
17,A. Doughty,0,0,0,1,2,2,0,1,24,3,1,2,1,0,0,Luton Town FC
18,A. Bell,0,0,0,0,0,0,0,0,36,0,2,0,1,3,,
19,T. Kaminski,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,Luton Town FC
20,G. Osho,0,0,0,0,0,0,0,0,32,0,1,0,3,0,0,Luton Town FC
21,C. Ogbene,1,0,0,0,0,3,1,2,24,3,0,0,0,3,,
22,T. Mengi,0,0,0,0,0,0,0,0,30,0,6,0,4,0,0,Luton Town FC
23,C. Woodrow,0,0,0,1,0,1,0,0,12,0,2,0,2,0,0,Luton Town FC
24,C. Morris,0,0,0,0,0,0,0,0,16,0,1,0,1,0,0,Luton Town FC
25,T. Chong,0,0,0,0,0,1,1,0,17,1,1,0,0,2,0,Luton Town FC
26,P. Mpanzu,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,Luton Town FC
27,A. Townsend,0,0,0,0,1,3,0,3,9,2,1,0,0,1,0,Luton Town FC
28,J. Clark,0,0,0,0,1,0,0,0,5,1,2,0,0,0,0,Luton Town FC
29,I. Kaboré,0,0,0,1,0,0,0,0,10,0,1,1,1,0,0,Luton Town FC
