,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Udogie,0,0,0,0,1,0,0,0,60,2,3,0,0,1,1,Tottenham Hotspur FC
1,C. Romero,0,0,0,0,0,2,0,0,80,0,3,0,1,1,1,Tottenham Hotspur FC
2,Y. Bissouma,0,0,0,1,0,2,1,1,89,0,1,0,0,2,1,Tottenham Hotspur FC
3,M. van de Ven,0,0,0,1,0,0,0,0,66,0,3,0,2,0,1,Tottenham Hotspur FC
4,G. Vicario,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,Tottenham Hotspur FC
5,P. Sarr,0,0,0,0,2,3,2,1,56,4,0,0,1,0,1,Tottenham Hotspur FC
6,Son Heung-Min,0,0,0,0,1,3,1,1,18,0,0,1,1,1,1,Tottenham Hotspur FC
7,J. Maddison,0,0,0,1,1,3,2,0,67,6,3,0,0,3,1,Tottenham Hotspur FC
8,D. Kulusevski,1,0,0,0,7,7,2,5,44,5,1,0,2,0,1,Tottenham Hotspur FC
9,M. Solomon,0,0,0,1,1,4,1,0,29,2,0,0,2,1,,
10,Pedro Porro,0,0,0,0,0,1,0,0,56,6,2,0,0,1,1,Tottenham Hotspur FC
11,I. Perišić,0,1,0,1,1,1,0,1,8,6,1,0,0,0,,
12,Richarlison,1,1,0,1,0,2,1,0,5,0,0,0,2,1,1,Tottenham Hotspur FC
13,B. Johnson,0,0,0,0,0,0,0,0,6,1,0,1,2,1,1,Tottenham Hotspur FC
14,Emerson Royal,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,Tottenham Hotspur FC
15,P. Højbjerg,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,Tottenham Hotspur FC
16,J. McAtee,0,0,0,0,0,2,2,0,6,0,1,0,0,1,0,Sheffield United FC
17,J. Robinson,0,1,0,1,0,0,0,0,20,0,2,0,0,1,0,Sheffield United FC
18,L. Thomas,0,0,0,0,1,0,0,0,14,0,2,0,1,1,,
19,C. Basham,0,0,0,1,0,1,0,0,26,1,1,0,1,1,,
20,J. Bogle,0,0,0,0,1,0,0,0,15,2,0,1,2,0,0,Sheffield United FC
21,Vinicius Souza,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,Sheffield United FC
22,G. Hamer,1,0,0,0,0,1,1,0,32,3,3,0,1,0,0,Sheffield United FC
23,A. Ahmedhodžić,0,0,0,0,0,0,0,0,22,0,3,0,2,0,0,Sheffield United FC
24,W. Foderingham,0,0,0,1,0,0,0,0,42,0,0,0,1,2,,
25,O. McBurnie,0,0,1,2,0,2,1,1,34,0,2,1,3,3,0,Sheffield United FC
26,C. Archer,0,0,0,1,0,0,0,0,21,0,1,1,1,1,0,Sheffield United FC
27,O. Norwood,0,0,0,0,0,1,1,0,7,0,4,0,0,0,0,Sheffield United FC
28,T. Davies,0,0,0,1,0,0,0,0,5,0,1,0,2,0,,
29,A. Trusty,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,Sheffield United FC
