,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Y. Wissa,1,0,0,0,0,3,2,1,18,0,1,1,1,3,1,Brentford FC
1,C. Nørgaard,0,0,0,0,0,0,0,0,21,0,1,0,0,0,1,Brentford FC
2,N. Collins,0,0,0,0,0,0,0,0,42,0,2,0,0,1,1,Brentford FC
3,A. Hickey,0,0,0,1,1,1,0,1,25,0,3,0,2,2,,
4,M. Flekken,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,Brentford FC
5,B. Mbeumo,1,0,0,0,2,3,2,0,28,4,0,0,3,1,1,Brentford FC
6,M. Jensen,0,0,0,0,0,0,0,0,20,2,2,0,1,3,1,Brentford FC
7,E. Pinnock,0,0,0,0,0,0,0,0,18,0,3,0,0,0,1,Brentford FC
8,K. Ajer,0,0,0,0,0,0,0,0,21,0,0,0,1,0,1,Brentford FC
9,R. Henry,0,1,0,0,0,0,0,0,29,4,2,0,2,1,,
10,V. Janelt,0,0,0,0,0,1,1,0,25,0,1,0,1,1,1,Brentford FC
11,M. Damsgaard,0,0,0,0,0,1,1,0,13,1,1,0,1,1,1,Brentford FC
12,S. Baptiste,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,
13,K. Schade,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Brentford FC
14,M. Roerslev,0,0,0,0,0,1,0,1,9,1,1,0,0,0,1,Brentford FC
15,M. Jørgensen,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,Brentford FC
16,C. Romero,1,0,0,0,0,1,1,0,8,0,0,0,0,0,0,Tottenham Hotspur FC
17,D. Udogie,0,0,0,0,2,0,0,0,67,2,3,0,2,2,0,Tottenham Hotspur FC
18,O. Skipp,0,0,0,1,1,0,0,0,39,0,1,0,1,1,,
19,Y. Bissouma,0,0,0,0,0,3,0,2,116,0,3,0,2,1,0,Tottenham Hotspur FC
20,Emerson Royal,1,0,0,0,0,1,1,0,106,2,1,0,1,1,0,Tottenham Hotspur FC
21,Richarlison,0,0,0,0,2,2,1,1,18,0,0,0,0,0,0,Tottenham Hotspur FC
22,Son Heung-Min,0,0,0,0,0,2,1,0,34,2,1,0,1,1,0,Tottenham Hotspur FC
23,J. Maddison,0,2,0,1,0,2,1,1,63,12,1,0,3,2,0,Tottenham Hotspur FC
24,M. van de Ven,0,0,0,0,0,2,0,0,71,0,2,0,0,1,0,Tottenham Hotspur FC
25,G. Vicario,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,Tottenham Hotspur FC
26,D. Kulusevski,0,0,0,0,0,3,0,2,58,2,4,0,1,1,0,Tottenham Hotspur FC
27,D. Sánchez,0,0,0,1,1,1,0,0,74,0,0,0,2,1,,
28,P. Sarr,0,0,0,0,0,1,1,0,19,0,0,0,0,0,0,Tottenham Hotspur FC
29,I. Perišić,0,0,0,0,0,0,0,0,11,3,0,0,0,0,,
