,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Rodri,0,0,0,0,0,2,0,0,107,0,1,0,3,2,1,Manchester City FC
1,P. Foden,0,0,0,0,2,6,2,3,79,4,0,0,1,0,1,Manchester City FC
2,M. Akanji,0,0,0,0,2,2,1,1,108,2,1,0,0,0,1,Manchester City FC
3,K. Walker,0,0,0,1,1,0,0,0,62,8,0,1,1,0,,
4,Ederson,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,Manchester City FC
5,Rúben Dias,0,0,0,0,1,2,2,0,56,0,1,0,3,3,1,Manchester City FC
6,O. Bobb,0,0,0,0,0,1,1,0,39,2,0,0,0,0,1,Manchester City FC
7,J. Álvarez,0,1,0,0,2,3,0,0,44,5,2,0,2,0,1,Manchester City FC
8,Bernardo Silva,0,0,0,0,2,1,0,0,72,8,0,0,0,0,1,Manchester City FC
9,E. Haaland,1,0,0,0,0,6,4,0,16,0,0,0,1,1,1,Manchester City FC
10,J. Stones,0,0,0,1,0,2,1,1,69,1,0,0,1,0,1,Manchester City FC
11,J. Doku,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,Manchester City FC
12,M. Kovačić,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,Manchester City FC
13,C. Nørgaard,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,Brentford FC
14,M. Flekken,0,0,0,1,0,0,0,0,39,0,0,0,1,0,0,Brentford FC
15,I. Toney,0,0,0,1,0,2,0,0,31,0,0,0,2,1,0,Brentford FC
16,V. Janelt,0,0,0,0,0,0,0,0,19,1,0,0,0,1,0,Brentford FC
17,Sergio Reguilón,0,0,0,0,0,1,0,0,29,2,2,0,0,1,0,Brentford FC
18,F. Onyeka,0,0,0,0,0,3,2,1,17,1,2,0,0,3,0,Brentford FC
19,M. Roerslev,0,0,0,0,0,0,0,0,17,2,2,0,0,0,0,Brentford FC
20,B. Mee,0,0,0,1,0,0,0,0,33,0,1,0,0,1,,
21,K. Ajer,0,0,0,0,0,0,0,0,16,2,0,0,1,0,0,Brentford FC
22,Y. Wissa,0,0,0,1,0,0,0,0,13,0,1,2,1,3,0,Brentford FC
23,M. Jørgensen,0,0,0,0,0,0,0,0,26,1,2,1,0,0,0,Brentford FC
24,N. Maupay,0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,Brentford FC
25,K. Lewis-Potter,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Brentford FC
26,M. Jensen,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,Brentford FC
27,S. Ghoddos,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Brentford FC
28,M. Damsgaard,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Brentford FC
