,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Bruno Fernandes,0,0,0,0,1,2,0,1,38,7,4,0,3,1,1,Manchester United FC
1,A. Onana,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,Manchester United FC
2,R. Højlund,1,1,0,1,1,1,1,0,13,1,1,2,0,0,1,Manchester United FC
3,K. Mainoo,0,0,0,0,1,0,0,0,34,0,1,0,1,0,1,Manchester United FC
4,A. Garnacho,0,0,0,0,2,0,0,0,26,2,0,0,0,2,1,Manchester United FC
5,Diogo Dalot,0,0,0,0,1,1,0,1,30,5,6,0,0,0,1,Manchester United FC
6,R. Varane,0,0,0,0,0,1,0,1,37,0,2,0,0,0,1,Manchester United FC
7,J. Evans,0,0,0,0,0,0,0,0,21,0,2,0,0,0,1,Manchester United FC
8,A. Wan-Bissaka,0,0,0,1,1,0,0,0,27,0,2,0,1,1,1,Manchester United FC
9,M. Rashford,1,0,0,0,1,2,1,0,17,2,0,1,0,1,1,Manchester United FC
10,C. Eriksen,0,0,0,0,0,0,0,0,16,3,1,0,2,0,,
11,S. McTominay,0,0,0,0,0,2,0,0,11,0,2,0,1,0,1,Manchester United FC
12,Lisandro Martínez,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,Manchester United FC
13,Antony,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,Manchester United FC
14,C. Romero,0,0,0,0,0,1,0,0,89,0,3,0,1,1,0,Tottenham Hotspur FC
15,R. Bentancur,1,0,0,1,0,3,2,0,58,2,2,0,0,1,0,Tottenham Hotspur FC
16,Pedro Porro,0,1,0,0,3,1,1,0,56,20,4,0,1,1,0,Tottenham Hotspur FC
17,G. Vicario,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,Tottenham Hotspur FC
18,B. Johnson,0,0,0,0,2,2,1,1,18,7,2,3,1,2,0,Tottenham Hotspur FC
19,M. van de Ven,0,0,0,0,0,0,0,0,62,0,1,0,0,1,0,Tottenham Hotspur FC
20,D. Udogie,0,0,0,0,1,0,0,0,39,1,5,0,2,0,0,Tottenham Hotspur FC
21,P. Højbjerg,0,0,0,0,0,1,0,0,88,2,2,0,0,0,0,Tottenham Hotspur FC
22,Richarlison,1,0,0,0,3,2,2,0,24,2,2,0,0,2,0,Tottenham Hotspur FC
23,T. Werner,0,1,0,0,3,5,0,2,35,1,0,1,0,0,0,Tottenham Hotspur FC
24,O. Skipp,0,0,0,0,1,1,0,1,28,0,1,0,0,0,,
25,Bryan Gil,0,0,0,0,0,0,0,0,12,1,0,0,0,0,,
26,R. Drăgușin,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Tottenham Hotspur FC
27,Emerson Royal,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Tottenham Hotspur FC
