,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,V. Lindelöf,0,0,0,0,0,1,1,0,53,0,0,0,1,0,1,Manchester United FC
1,K. Mainoo,0,0,0,0,0,2,0,0,31,0,1,0,0,2,1,Manchester United FC
2,A. Garnacho,0,0,0,0,5,3,2,1,30,3,1,0,0,5,1,Manchester United FC
3,H. Maguire,1,0,0,1,1,4,1,1,86,0,1,2,0,1,1,Manchester United FC
4,R. Varane,0,0,0,0,0,0,0,0,52,0,0,0,1,0,1,Manchester United FC
5,O. Forson,0,0,0,0,0,1,0,1,18,0,0,0,0,0,,
6,A. Onana,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,Manchester United FC
7,Bruno Fernandes,0,0,0,1,3,5,4,1,63,6,4,0,2,0,1,Manchester United FC
8,Casemiro,0,0,0,0,0,1,0,1,26,1,4,0,1,0,1,Manchester United FC
9,Diogo Dalot,0,0,0,0,0,1,0,0,52,0,0,0,1,1,1,Manchester United FC
10,M. Rashford,0,0,0,0,0,2,1,1,16,0,0,0,0,1,1,Manchester United FC
11,C. Eriksen,0,0,0,0,0,0,0,0,48,4,1,0,0,0,,
12,S. McTominay,0,0,0,0,0,1,0,0,18,0,0,0,0,0,1,Manchester United FC
13,A. Diallo,0,0,0,0,1,0,0,0,16,0,2,0,0,0,1,Manchester United FC
14,Antony,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Manchester United FC
15,Rodrigo Muniz,0,0,0,0,1,5,1,2,15,0,1,0,2,1,0,Fulham FC
16,Andreas Pereira,0,0,0,1,3,2,2,0,33,7,0,0,0,0,0,Fulham FC
17,S. Lukić,0,0,0,0,1,1,0,1,27,0,4,0,0,0,0,Fulham FC
18,C. Bassey,1,0,0,0,0,2,1,1,39,0,1,0,0,0,0,Fulham FC
19,T. Adarabioyo,0,0,0,1,0,1,0,0,59,0,0,0,1,0,0,Fulham FC
20,T. Castagne,0,1,0,0,2,0,0,0,49,1,2,1,2,1,0,Fulham FC
21,B. Leno,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,Fulham FC
22,H. Reed,0,0,0,0,1,2,0,0,38,1,1,0,2,1,0,Fulham FC
23,A. Iwobi,1,0,0,0,0,3,1,0,25,5,1,0,2,1,0,Fulham FC
24,A. Robinson,0,0,0,0,1,0,0,0,37,2,3,0,1,0,0,Fulham FC
25,H. Wilson,0,0,0,1,0,1,0,0,27,2,2,0,1,1,0,Fulham FC
26,T. Cairney,0,0,0,1,0,0,0,0,10,1,1,0,0,0,0,Fulham FC
27,Adama Traoré,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,Fulham FC
28,I. Diop,0,0,0,0,0,0,0,0,6,0,2,0,0,0,,
