,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Bernardo Silva,0,0,0,1,1,1,0,1,65,3,5,0,2,2,1,Manchester City FC
1,Ederson,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,Manchester City FC
2,E. Haaland,1,0,0,0,1,5,2,0,9,1,2,0,1,0,1,Manchester City FC
3,Rodri,0,0,0,0,1,1,0,1,101,1,3,1,0,0,1,Manchester City FC
4,K. Walker,0,0,0,0,0,0,0,0,56,0,0,1,0,1,,
5,Rúben Dias,0,0,0,0,1,1,0,1,85,0,1,0,1,0,1,Manchester City FC
6,P. Foden,0,0,0,0,1,4,3,1,33,2,1,1,0,3,1,Manchester City FC
7,J. Doku,0,0,0,0,2,2,0,2,47,3,4,0,1,2,1,Manchester City FC
8,N. Aké,0,1,0,0,0,0,0,0,62,0,3,0,1,1,1,Manchester City FC
9,M. Akanji,0,0,0,0,0,0,0,0,83,0,2,0,2,1,1,Manchester City FC
10,J. Álvarez,0,0,0,0,2,2,0,1,33,11,1,0,1,1,1,Manchester City FC
11,J. Matip,0,0,0,1,0,0,0,0,49,0,1,0,1,0,,
12,C. Jones,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,Liverpool FC
13,Mohamed Salah,0,1,0,0,0,0,0,0,26,1,1,0,0,2,0,Liverpool FC
14,A. Mac Allister,0,0,0,0,0,1,0,0,46,0,2,0,1,2,0,Liverpool FC
15,T. Alexander-Arnold,1,0,0,0,3,1,1,0,41,4,3,0,0,0,0,Liverpool FC
16,Alisson Becker,0,0,0,0,0,0,0,0,51,0,0,0,0,2,0,Liverpool FC
17,V. van Dijk,0,0,0,0,0,1,1,0,63,0,0,0,0,1,0,Liverpool FC
18,D. Szoboszlai,0,0,0,0,1,1,0,1,25,2,0,0,3,1,0,Liverpool FC
19,K. Tsimikas,0,0,0,0,0,0,0,0,39,3,1,0,0,0,,
20,Diogo Jota,0,0,0,0,0,0,0,0,7,0,2,1,1,0,0,Liverpool FC
21,D. Núñez,0,0,0,1,2,4,1,1,15,0,0,2,1,0,0,Liverpool FC
22,R. Gravenberch,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,Liverpool FC
23,L. Díaz,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,Liverpool FC
24,C. Gakpo,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,Liverpool FC
25,W. Endo,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,Liverpool FC
26,H. Elliott,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Liverpool FC
