,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,B. Gilmour,0,0,0,0,0,0,0,0,57,0,0,0,0,0,,
1,J. van Hecke,0,0,0,0,0,1,0,0,47,0,0,0,1,0,1,Brighton & Hove Albion FC
2,João Pedro,2,1,0,0,3,4,4,0,32,0,2,1,4,2,1,Brighton & Hove Albion FC
3,J. Hinshelwood,1,0,0,0,0,1,1,0,41,0,0,0,2,0,,
4,J. Steele,0,0,0,0,0,0,0,0,39,0,0,0,0,0,,
5,L. Dunk,0,0,0,1,1,3,1,1,43,0,1,0,0,0,1,Brighton & Hove Albion FC
6,Igor Julio,0,0,0,0,0,0,0,0,15,0,0,0,3,0,1,Brighton & Hove Albion FC
7,J. Milner,0,1,0,0,1,1,0,0,33,3,1,0,0,0,,
8,P. Groß,0,0,0,0,1,0,0,0,64,7,6,0,0,1,1,Brighton & Hove Albion FC
9,D. Welbeck,0,0,0,0,1,2,2,0,19,1,0,0,0,1,1,Brighton & Hove Albion FC
10,F. Buonanotte,0,0,0,1,0,2,0,2,12,0,2,1,1,1,1,Brighton & Hove Albion FC
11,P. Estupiñán,1,0,0,0,0,1,1,0,26,0,2,0,1,0,1,Brighton & Hove Albion FC
12,C. Baleba,0,0,0,0,0,0,0,0,8,0,1,0,3,0,1,Brighton & Hove Albion FC
13,J. Moder,0,0,0,1,0,0,0,0,12,0,1,0,0,0,1,Brighton & Hove Albion FC
14,E. Ferguson,0,0,0,0,0,0,0,0,9,0,0,0,3,1,1,Brighton & Hove Albion FC
15,A. Lallana,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Brighton & Hove Albion FC
16,Richarlison,0,0,0,1,1,2,0,1,15,0,0,3,1,1,0,Tottenham Hotspur FC
17,P. Højbjerg,0,0,0,0,0,2,0,1,68,1,3,0,1,4,0,Tottenham Hotspur FC
18,D. Udogie,0,0,0,0,1,1,1,0,49,1,0,0,0,1,0,Tottenham Hotspur FC
19,B. Davies,1,0,0,0,0,2,1,0,64,0,3,0,0,1,,
20,Emerson Royal,0,0,0,0,0,0,0,0,69,1,6,0,1,2,0,Tottenham Hotspur FC
21,G. Vicario,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,Tottenham Hotspur FC
22,D. Kulusevski,0,0,0,1,1,1,0,0,39,5,0,0,1,2,0,Tottenham Hotspur FC
23,Son Heung-Min,0,1,0,0,1,5,0,2,32,2,0,1,0,2,0,Tottenham Hotspur FC
24,B. Johnson,0,0,0,0,1,1,0,1,15,4,0,1,0,3,0,Tottenham Hotspur FC
25,Pedro Porro,0,1,0,0,1,2,0,2,59,7,2,0,0,0,0,Tottenham Hotspur FC
26,P. Sarr,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,Tottenham Hotspur FC
27,G. Lo Celso,0,0,0,0,0,0,0,0,31,1,1,0,1,1,0,Tottenham Hotspur FC
28,Bryan Gil,0,0,0,0,0,1,0,0,21,4,0,0,1,1,,
29,A. Véliz,1,0,0,0,0,2,1,1,3,0,0,0,0,0,,
