,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,C. Nørgaard,0,0,0,0,0,0,0,0,78,1,2,0,5,2,1,Brentford FC
1,Sergio Reguilón,0,0,0,0,0,0,0,0,39,5,2,0,0,0,1,Brentford FC
2,V. Janelt,1,0,0,0,0,1,1,0,36,2,1,0,1,0,1,Brentford FC
3,I. Toney,0,1,0,1,0,4,2,0,19,0,1,0,2,3,1,Brentford FC
4,M. Roerslev,0,0,0,0,2,0,0,0,23,3,2,0,0,0,1,Brentford FC
5,E. Pinnock,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,Brentford FC
6,M. Flekken,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,Brentford FC
7,M. Jørgensen,0,0,0,0,0,0,0,0,66,0,2,0,0,0,1,Brentford FC
8,M. Jensen,0,0,0,1,0,0,0,0,34,1,1,1,2,1,1,Brentford FC
9,B. Mbeumo,0,0,0,0,1,0,0,0,28,3,1,0,1,1,1,Brentford FC
10,Y. Wissa,1,1,0,1,0,4,1,1,19,0,0,0,2,3,1,Brentford FC
11,M. Damsgaard,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,Brentford FC
12,S. Ghoddos,0,0,0,0,0,0,0,0,11,0,2,0,1,1,1,Brentford FC
13,N. Maupay,0,0,0,1,0,0,0,0,5,0,0,0,1,0,1,Brentford FC
14,K. Schade,0,0,0,0,0,0,0,0,8,1,0,1,0,0,1,Brentford FC
15,Y. Yarmoliuk,0,0,0,0,0,1,1,0,6,0,0,0,0,0,1,Brentford FC
16,A. Isak,1,1,0,0,0,4,3,0,22,0,0,1,0,1,0,Newcastle United FC
17,Bruno Guimarães,1,2,0,0,0,1,1,0,70,1,1,0,2,5,0,Newcastle United FC
18,E. Krafth,0,0,0,1,0,0,0,0,31,1,0,0,1,1,0,Newcastle United FC
19,J. Murphy,1,0,0,0,0,4,2,1,26,2,1,0,0,0,0,Newcastle United FC
20,S. Longstaff,0,0,0,0,0,0,0,0,31,1,1,0,1,0,0,Newcastle United FC
21,N. Pope,0,0,0,1,0,0,0,0,29,0,0,0,0,1,,
22,H. Barnes,1,0,0,0,0,1,1,0,20,0,0,0,0,2,0,Newcastle United FC
23,L. Hall,0,0,0,0,0,0,0,0,43,3,4,0,0,2,0,Newcastle United FC
24,Joelinton,0,0,0,1,0,1,0,0,41,0,4,0,1,0,,
25,D. Burn,0,0,0,1,0,0,0,0,28,0,0,0,1,0,0,Newcastle United FC
26,F. Schär,0,0,0,0,0,1,0,1,34,0,1,0,2,0,0,Newcastle United FC
27,M. Almirón,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Newcastle United FC
28,E. Anderson,0,0,0,0,0,0,0,0,9,0,2,0,2,1,0,Newcastle United FC
29,K. Trippier,0,0,0,0,0,0,0,0,11,0,0,0,0,0,,
30,C. Wilson,0,0,0,0,0,0,0,0,4,0,0,0,1,0,,
31,P. Dummett,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Newcastle United FC
