,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,A. Ramsey,0,0,0,0,0,1,1,0,19,0,3,0,1,0,,
1,J. Trafford,0,0,0,0,0,0,0,0,45,0,0,0,0,0,,
2,J. Brownhill,0,0,0,0,0,2,0,1,34,4,2,0,2,0,1,Burnley FC
3,H. Ekdal,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,Burnley FC
4,Vitinho,0,0,0,0,1,1,0,1,33,3,1,0,1,1,1,Burnley FC
5,D. O'Shea,0,0,0,0,0,0,0,0,50,0,0,0,0,1,1,Burnley FC
6,Z. Amdouni,0,0,0,0,0,1,0,1,10,0,1,0,0,0,1,Burnley FC
7,S. Berge,0,0,0,1,0,2,1,0,55,0,2,0,1,1,1,Burnley FC
8,W. Odobert,0,0,0,0,1,2,0,0,21,1,0,0,0,2,1,Burnley FC
9,L. Assignon,0,1,0,0,0,0,0,0,16,1,1,0,2,2,1,Burnley FC
10,L. Foster,0,0,0,0,0,1,0,1,17,0,2,1,2,0,1,Burnley FC
11,M. Esteve,0,0,0,0,0,0,0,0,46,0,1,0,2,0,1,Burnley FC
12,J. Guðmunds­son,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,Burnley FC
13,D. Fofana,2,0,0,1,0,2,2,0,3,0,2,0,0,0,1,Burnley FC
14,J. Bruun Larsen,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Burnley FC
15,H. Massengo,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,
16,João Palhinha,1,0,0,0,0,1,1,0,50,0,1,0,0,3,0,Fulham FC
17,H. Reed,0,0,0,1,0,1,0,1,49,1,2,0,2,0,0,Fulham FC
18,Rodrigo Muniz,1,0,0,0,1,3,2,1,15,0,1,0,2,1,0,Fulham FC
19,T. Ream,0,0,0,0,0,0,0,0,58,0,1,0,0,1,,
20,A. Robinson,0,1,0,0,3,0,0,0,43,1,2,0,0,2,0,Fulham FC
21,Willian,0,0,0,0,3,4,2,2,48,2,0,0,1,1,0,Fulham FC
22,T. Adarabioyo,0,0,0,0,1,2,1,0,89,0,0,0,0,0,0,Fulham FC
23,T. Castagne,0,0,0,0,2,3,0,0,46,2,2,0,0,0,0,Fulham FC
24,B. De Cordova-Reid,0,0,0,0,1,0,0,0,19,3,0,1,1,1,0,Fulham FC
25,B. Leno,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,Fulham FC
26,Andreas Pereira,0,1,0,1,2,1,1,0,26,14,0,0,0,1,0,Fulham FC
27,A. Broja,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,Fulham FC
28,T. Cairney,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Fulham FC
29,K. Tete,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,Fulham FC
