,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,G. Montiel,0,0,0,1,0,0,0,0,29,1,1,0,1,0,1,Nottingham Forest FC
1,O. Mangala,0,0,0,1,1,2,0,1,28,0,1,0,2,1,,
2,M. Gibbs-White,0,0,0,0,1,4,1,2,40,8,1,0,1,1,1,Nottingham Forest FC
3,M. Turner,0,0,0,0,0,0,0,0,31,0,0,0,0,1,1,Nottingham Forest FC
4,I. Sangaré,0,0,0,0,0,1,0,0,39,1,5,1,3,0,1,Nottingham Forest FC
5,C. Hudson-Odoi,1,0,0,0,1,3,2,1,22,2,1,0,1,1,1,Nottingham Forest FC
6,S. McKenna,0,0,0,0,0,1,0,0,59,0,0,0,1,0,,
7,J. Worrall,0,0,0,0,0,0,0,0,55,0,0,0,0,0,,
8,T. Awoniyi,0,1,0,0,0,1,0,1,11,0,1,1,2,0,,
9,O. Aina,0,0,0,0,1,1,0,0,38,2,3,0,2,1,1,Nottingham Forest FC
10,A. Elanga,0,0,0,0,1,1,1,0,26,3,0,0,0,2,1,Nottingham Forest FC
11,Nuno Tavares,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,Nottingham Forest FC
12,R. Yates,0,0,0,0,0,0,0,0,10,0,0,0,3,1,1,Nottingham Forest FC
13,D. Origi,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,Nottingham Forest FC
14,C. Wood,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Nottingham Forest FC
15,L. Foster,0,1,1,0,0,2,1,0,19,0,0,0,1,2,0,Burnley FC
16,A. Al Dakhil,0,0,0,0,0,1,0,1,66,0,0,0,0,0,,
17,J. Guðmunds­son,0,0,0,0,0,0,0,0,22,3,1,0,0,2,0,Burnley FC
18,Z. Amdouni,1,0,0,0,2,3,2,1,21,0,0,0,1,3,0,Burnley FC
19,J. Cullen,0,0,0,1,0,0,0,0,58,0,3,0,2,3,0,Burnley FC
20,L. Koleosho,0,0,0,0,0,0,0,0,26,3,1,1,2,1,,
21,C. Roberts,0,0,0,1,0,0,0,0,39,0,0,0,0,2,,
22,J. Beyer,0,0,0,0,0,0,0,0,76,0,0,0,0,1,,
23,J. Trafford,0,0,0,1,0,0,0,0,51,0,0,0,0,0,,
24,C. Taylor,0,0,0,0,0,1,0,0,43,0,2,0,3,0,0,Burnley FC
25,J. Brownhill,0,0,0,0,2,1,0,1,33,4,2,0,0,2,0,Burnley FC
26,S. Berge,0,0,0,0,0,0,0,0,15,2,1,0,1,0,0,Burnley FC
27,A. Zaroury,0,0,0,0,0,1,0,0,10,3,0,0,0,0,,
28,M. Trésor,0,0,0,0,0,1,0,0,6,3,0,1,0,0,0,Burnley FC
29,H. Delcroix,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
