,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,O. Zinchenko,0,0,0,0,1,0,0,0,51,2,1,0,0,0,1,Arsenal FC
1,K. Havertz,0,0,0,0,1,2,0,0,25,0,2,0,2,0,1,Arsenal FC
2,Gabriel Martinelli,0,1,0,0,7,3,0,2,31,14,0,1,0,1,1,Arsenal FC
3,W. Saliba,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1,Arsenal FC
4,B. Saka,0,1,0,1,1,3,1,2,35,4,3,1,1,1,1,Arsenal FC
5,B. White,0,0,0,0,1,0,0,0,58,4,1,0,0,0,1,Arsenal FC
6,D. Rice,1,0,0,0,0,2,1,0,73,0,1,0,0,0,1,Arsenal FC
7,Gabriel Magalhães,0,0,0,0,0,0,0,0,59,1,2,0,1,2,1,Arsenal FC
8,E. Nketiah,0,0,0,0,0,1,0,1,23,0,0,0,0,1,1,Arsenal FC
9,M. Ødegaard,1,0,0,0,1,5,2,3,35,0,0,0,1,2,1,Arsenal FC
10,A. Ramsdale,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,
11,T. Tomiyasu,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,Arsenal FC
12,Gabriel Jesus,1,0,0,1,0,1,1,0,6,0,0,0,2,0,1,Arsenal FC
13,Fábio Vieira,0,1,0,0,0,0,0,0,13,0,0,0,0,0,1,Arsenal FC
14,R. Nelson,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,Arsenal FC
15,Jorginho,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Arsenal FC
16,Bruno Fernandes,0,0,0,0,0,0,0,0,41,2,3,0,1,0,0,Manchester United FC
17,Casemiro,0,0,0,0,0,0,0,0,62,0,1,0,0,1,0,Manchester United FC
18,Lisandro Martínez,0,0,0,1,0,0,0,0,42,0,1,0,0,1,0,Manchester United FC
19,Diogo Dalot,0,0,0,0,0,1,0,1,17,0,1,0,1,1,0,Manchester United FC
20,A. Onana,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,Manchester United FC
21,V. Lindelöf,0,0,0,1,0,0,0,0,69,0,0,0,1,0,0,Manchester United FC
22,C. Eriksen,0,1,0,0,1,1,0,1,56,1,2,0,1,0,,
23,A. Wan-Bissaka,0,0,0,0,0,0,0,0,45,0,5,0,0,1,0,Manchester United FC
24,M. Rashford,1,0,0,0,2,5,1,3,16,0,0,0,0,0,0,Manchester United FC
25,Antony,0,0,0,0,0,1,0,1,27,0,1,0,1,2,0,Manchester United FC
26,A. Martial,0,0,0,0,0,1,1,0,12,0,0,0,0,1,,
27,H. Maguire,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,Manchester United FC
28,R. Højlund,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,Manchester United FC
29,J. Evans,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,Manchester United FC
30,A. Garnacho,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Manchester United FC
