,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Yates,0,0,0,0,0,1,0,1,26,0,3,0,4,0,1,Nottingham Forest FC
1,M. Niakhaté,0,0,0,0,0,0,0,0,40,2,3,0,0,0,1,Nottingham Forest FC
2,C. Hudson-Odoi,1,0,0,0,0,1,1,0,34,4,0,1,0,3,1,Nottingham Forest FC
3,N. Domínguez,0,1,0,0,0,2,0,1,50,0,3,0,0,0,1,Nottingham Forest FC
4,Nuno Tavares,0,0,0,0,1,2,0,0,39,2,2,0,0,0,1,Nottingham Forest FC
5,Murillo,0,0,0,0,0,0,0,0,39,0,1,0,2,1,1,Nottingham Forest FC
6,T. Awoniyi,0,0,0,0,0,0,0,0,7,0,0,1,0,0,,
7,N. Williams,0,0,0,0,0,0,0,0,29,4,3,0,1,1,1,Nottingham Forest FC
8,M. Gibbs-White,0,1,0,1,1,3,0,1,41,6,1,1,2,0,1,Nottingham Forest FC
9,M. Sels,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,Nottingham Forest FC
10,A. Elanga,1,0,0,0,1,2,2,0,12,1,2,0,0,0,1,Nottingham Forest FC
11,D. Origi,0,0,0,0,1,1,0,1,3,0,1,0,0,0,1,Nottingham Forest FC
12,G. Reyna,0,0,0,0,0,1,0,1,12,0,0,0,0,0,1,Nottingham Forest FC
13,Danilo,0,0,0,0,0,0,0,0,12,0,1,0,0,0,1,Nottingham Forest FC
14,Bruno Guimarães,2,0,0,0,1,2,2,0,48,0,2,0,1,3,0,Newcastle United FC
15,L. Miley,0,0,0,0,0,0,0,0,41,0,2,0,1,0,,
16,D. Burn,0,0,0,0,0,0,0,0,62,0,3,0,0,0,0,Newcastle United FC
17,S. Botman,0,1,0,1,1,0,0,0,113,0,1,0,0,0,,
18,F. Schär,1,0,0,0,0,2,2,0,93,0,0,0,0,1,0,Newcastle United FC
19,S. Longstaff,0,0,0,0,1,1,1,0,72,0,3,0,0,0,0,Newcastle United FC
20,A. Gordon,0,0,0,0,0,2,0,1,36,4,0,0,1,3,0,Newcastle United FC
21,M. Dúbravka,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,Newcastle United FC
22,M. Almirón,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,Newcastle United FC
23,K. Trippier,0,1,0,0,1,0,0,0,73,7,2,0,2,0,,
24,C. Wilson,0,0,0,1,0,0,0,0,13,0,0,0,1,2,,
25,H. Barnes,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,Newcastle United FC
26,T. Livramento,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Newcastle United FC
27,Emil Henry Kristoffer Krafth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
