,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,L. Trossard,0,0,0,0,0,5,2,1,44,2,3,0,2,1,1,Arsenal FC
1,David Raya,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,Arsenal FC
2,Gabriel Jesus,0,0,0,0,0,2,1,0,11,0,0,2,0,0,1,Arsenal FC
3,M. Ødegaard,1,0,0,0,0,1,1,0,88,3,0,0,2,0,1,Arsenal FC
4,Gabriel Magalhães,0,0,0,0,0,2,0,1,61,0,1,0,0,2,1,Arsenal FC
5,D. Rice,0,0,0,0,2,3,0,2,83,1,2,0,0,1,1,Arsenal FC
6,W. Saliba,0,0,0,1,0,0,0,0,67,0,0,0,1,1,1,Arsenal FC
7,T. Tomiyasu,0,1,0,0,0,0,0,0,67,2,5,0,2,0,1,Arsenal FC
8,O. Zinchenko,0,1,0,0,0,0,0,0,78,0,3,0,0,0,1,Arsenal FC
9,Gabriel Martinelli,0,0,0,0,0,2,0,1,29,1,0,0,2,1,1,Arsenal FC
10,B. Saka,1,0,0,0,2,3,2,0,50,6,3,1,1,2,1,Arsenal FC
11,E. Nketiah,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,Arsenal FC
12,B. White,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Arsenal FC
13,K. Havertz,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,Arsenal FC
14,J. Kiwior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Arsenal FC
15,Jorge Luiz Frello Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
16,T. Doyle,0,0,0,0,0,0,0,0,59,1,0,0,1,0,0,Wolverhampton Wanderers FC
17,B. Traoré,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,Wolverhampton Wanderers FC
18,J. Bellegarde,0,0,0,0,0,0,0,0,18,0,0,0,1,1,,
19,Toti Gomes,0,0,0,0,0,1,0,0,69,0,3,0,1,0,0,Wolverhampton Wanderers FC
20,C. Dawson,0,0,0,0,0,0,0,0,61,0,1,0,1,0,,
21,M. Kilman,0,0,0,0,0,0,0,0,54,0,0,0,0,1,0,Wolverhampton Wanderers FC
22,Matheus Cunha,1,0,0,1,0,3,2,0,20,1,2,0,2,2,0,Wolverhampton Wanderers FC
23,Nélson Semedo,0,1,0,0,0,0,0,0,37,1,5,0,1,1,0,Wolverhampton Wanderers FC
24,José Sá,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Wolverhampton Wanderers FC
25,Hugo Bueno,0,0,0,0,0,0,0,0,25,2,6,0,0,0,0,Wolverhampton Wanderers FC
26,Hwang Hee-Chan,0,0,0,1,0,2,1,0,25,0,0,0,1,3,0,Wolverhampton Wanderers FC
27,D. Bentley,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,
28,Pablo Sarabia,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,Wolverhampton Wanderers FC
29,M. Doherty,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,Wolverhampton Wanderers FC
30,S. Kalajdžić,0,0,0,0,0,0,0,0,2,1,0,0,2,0,,
