,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,T. Adarabioyo,0,0,0,0,0,1,0,0,38,0,5,0,0,0,1,Fulham FC
1,A. Iwobi,0,0,0,0,0,0,0,0,15,3,1,0,1,0,1,Fulham FC
2,Rodrigo Muniz,1,1,0,0,0,2,1,0,7,0,1,0,3,2,1,Fulham FC
3,A. Robinson,0,0,0,0,0,0,0,0,33,3,3,0,2,1,1,Fulham FC
4,H. Reed,0,0,0,0,0,1,1,0,23,1,3,0,2,3,1,Fulham FC
5,T. Castagne,0,0,0,0,0,0,0,0,23,2,1,0,0,0,1,Fulham FC
6,H. Wilson,1,1,0,0,2,4,1,2,18,2,1,2,2,2,1,Fulham FC
7,B. Leno,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,Fulham FC
8,Andreas Pereira,0,0,0,0,0,3,1,1,24,3,1,0,1,0,1,Fulham FC
9,C. Bassey,0,0,0,0,0,0,0,0,35,0,1,0,1,1,1,Fulham FC
10,S. Lukić,0,0,0,0,0,0,0,0,28,0,3,0,2,0,1,Fulham FC
11,T. Cairney,0,0,0,0,0,0,0,0,12,0,2,0,1,0,1,Fulham FC
12,Willian,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,Fulham FC
13,A. Broja,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Fulham FC
14,B. De Cordova-Reid,0,1,0,1,0,0,0,0,3,0,1,0,1,0,1,Fulham FC
15,Adama Traoré,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,Fulham FC
16,A. Lallana,0,0,0,0,0,1,0,0,30,1,0,1,1,1,0,Brighton & Hove Albion FC
17,L. Dunk,0,0,0,0,0,1,1,0,98,0,0,0,0,0,0,Brighton & Hove Albion FC
18,E. Ferguson,0,0,0,0,0,3,1,1,22,1,0,1,1,1,0,Brighton & Hove Albion FC
19,J. van Hecke,0,0,0,0,0,0,0,0,100,0,3,0,0,0,0,Brighton & Hove Albion FC
20,A. Webster,0,0,0,0,0,1,0,1,135,0,1,0,1,0,,
21,J. Steele,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,
22,J. Veltman,0,0,0,0,0,0,0,0,91,0,3,0,0,2,0,Brighton & Hove Albion FC
23,T. Lamptey,0,0,0,0,0,0,0,0,13,2,1,0,0,2,0,Brighton & Hove Albion FC
24,P. Estupiñán,0,0,0,1,1,1,1,0,64,8,1,0,2,3,0,Brighton & Hove Albion FC
25,J. Enciso,0,0,0,0,0,3,1,0,14,1,0,0,1,1,0,Brighton & Hove Albion FC
26,C. Baleba,0,0,0,1,0,2,0,1,42,0,4,0,1,4,0,Brighton & Hove Albion FC
27,S. Adingra,0,0,0,0,4,0,0,0,14,8,1,1,1,0,0,Brighton & Hove Albion FC
28,Ansu Fati,0,0,0,0,0,2,1,0,20,1,0,0,1,0,0,Brighton & Hove Albion FC
29,P. Groß,0,0,0,0,0,0,0,0,49,5,1,0,0,1,0,Brighton & Hove Albion FC
30,F. Buonanotte,0,0,0,0,1,1,0,0,10,0,1,1,1,0,0,Brighton & Hove Albion FC
31,J. Moder,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,Brighton & Hove Albion FC
