,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Yates,0,0,0,0,1,3,1,1,27,0,0,0,1,2,1,Nottingham Forest FC
1,Murillo,0,0,0,1,0,0,0,0,61,0,2,0,4,0,1,Nottingham Forest FC
2,N. Williams,0,0,0,0,2,3,1,1,34,4,3,0,2,1,1,Nottingham Forest FC
3,O. Aina,0,0,0,0,1,0,0,0,40,1,2,0,0,0,1,Nottingham Forest FC
4,A. Omobamidele,0,0,0,0,1,1,0,1,49,0,0,0,0,2,1,Nottingham Forest FC
5,M. Gibbs-White,1,0,0,1,2,1,1,0,49,2,2,0,1,2,1,Nottingham Forest FC
6,Danilo,1,0,0,0,2,3,3,0,48,7,1,0,0,2,1,Nottingham Forest FC
7,C. Hudson-Odoi,0,0,0,0,0,3,2,0,33,4,1,0,2,0,1,Nottingham Forest FC
8,G. Reyna,0,1,0,0,0,3,1,0,21,2,1,0,0,1,1,Nottingham Forest FC
9,C. Wood,0,0,0,0,0,0,0,0,17,0,1,1,2,0,1,Nottingham Forest FC
10,M. Sels,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,Nottingham Forest FC
11,N. Domínguez,0,0,0,0,0,1,0,0,31,0,0,0,2,0,1,Nottingham Forest FC
12,D. Origi,0,0,0,0,1,0,0,0,5,1,0,0,0,0,1,Nottingham Forest FC
13,Nuno Tavares,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,Nottingham Forest FC
14,Rodrigo Ribeiro,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,Nottingham Forest FC
15,Toti Gomes,0,0,0,0,0,1,1,0,56,1,0,0,0,1,0,Wolverhampton Wanderers FC
16,M. Kilman,0,0,0,0,0,1,0,1,72,0,2,0,0,2,0,Wolverhampton Wanderers FC
17,S. Bueno,0,0,0,0,0,0,0,0,77,0,3,0,1,0,0,Wolverhampton Wanderers FC
18,Nélson Semedo,0,0,0,0,0,1,0,1,47,1,0,1,1,3,0,Wolverhampton Wanderers FC
19,T. Doyle,0,0,0,0,0,2,0,0,78,1,3,0,0,0,0,Wolverhampton Wanderers FC
20,Pablo Sarabia,0,0,0,0,0,1,0,0,32,1,0,0,1,1,0,Wolverhampton Wanderers FC
21,M. Lemina,0,0,0,1,0,0,0,0,40,0,2,0,1,1,0,Wolverhampton Wanderers FC
22,João Gomes,0,0,0,1,0,1,1,0,18,0,2,0,3,1,0,Wolverhampton Wanderers FC
23,M. Doherty,0,0,0,0,0,0,0,0,26,0,1,0,2,0,0,Wolverhampton Wanderers FC
24,José Sá,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,Wolverhampton Wanderers FC
25,Matheus Cunha,2,0,0,1,0,3,2,0,26,0,0,0,0,4,0,Wolverhampton Wanderers FC
26,Hwang Hee-Chan,0,0,0,0,1,1,0,1,5,0,0,0,0,2,0,Wolverhampton Wanderers FC
27,Hugo Bueno,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,Wolverhampton Wanderers FC
28,B. Traoré,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Wolverhampton Wanderers FC
29,T. Chirewa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wolverhampton Wanderers FC
30,N. Fraser,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,Wolverhampton Wanderers FC
