,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,C. Ogbene,0,0,0,0,0,1,0,1,56,5,0,0,0,1,,
1,T. Kaminski,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,Luton Town FC
2,G. Osho,0,0,0,0,0,2,0,0,57,0,2,0,1,1,1,Luton Town FC
3,R. Burke,0,0,0,0,2,3,1,2,50,0,0,0,1,1,1,Luton Town FC
4,A. Bell,0,0,0,0,0,0,0,0,75,0,7,0,0,0,,
5,E. Adebayo,0,0,0,0,2,4,1,1,12,1,0,1,1,0,,
6,A. Doughty,0,0,0,0,3,2,0,1,48,23,3,1,1,1,1,Luton Town FC
7,C. Morris,1,0,0,1,1,2,2,0,22,1,0,0,1,2,1,Luton Town FC
8,J. Clark,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,Luton Town FC
9,R. Barkley,0,0,0,0,1,3,0,1,69,2,1,0,0,2,1,Luton Town FC
10,A. Sambi Lokonga,0,0,0,0,1,0,0,0,80,1,3,0,1,2,1,Luton Town FC
11,T. Chong,0,0,0,0,2,1,0,0,16,2,0,0,1,0,1,Luton Town FC
12,A. Townsend,0,0,0,0,1,1,1,0,20,8,0,0,0,0,1,Luton Town FC
13,L. Berry,0,0,0,0,0,1,0,1,7,0,0,0,0,0,1,Luton Town FC
14,C. Woodrow,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,Luton Town FC
15,J. McAtee,1,0,0,0,1,2,1,0,10,1,1,0,1,0,0,Sheffield United FC
16,A. Ahmedhodžić,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,Sheffield United FC
17,J. Robinson,0,0,0,0,0,0,0,0,15,0,3,0,0,1,0,Sheffield United FC
18,B. Osborn,0,1,0,0,0,0,0,0,20,0,3,0,1,1,0,Sheffield United FC
19,C. Archer,1,0,0,0,0,2,1,0,10,0,0,0,0,0,0,Sheffield United FC
20,Vinicius Souza,1,0,0,0,0,2,1,1,25,0,6,0,2,1,0,Sheffield United FC
21,J. Bogle,0,0,0,0,0,0,0,0,19,1,2,0,1,1,0,Sheffield United FC
22,G. Hamer,0,0,0,1,0,0,0,0,7,2,1,0,2,1,0,Sheffield United FC
23,W. Foderingham,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,
24,M. Holgate,0,0,0,1,0,0,0,0,10,2,1,0,2,0,0,Sheffield United FC
25,R. Norrington-Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
26,M. Lowe,0,1,0,0,0,0,0,0,21,1,3,0,1,0,,
27,T. Davies,0,0,0,0,0,0,0,0,6,2,3,0,0,0,,
28,O. Norwood,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Sheffield United FC
29,R. Brewster,0,0,0,0,0,1,0,0,2,2,1,0,2,0,,
