,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Bernardo Silva,0,0,0,0,4,1,1,0,62,6,2,0,3,2,1,Manchester City FC
1,Ederson,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,Manchester City FC
2,E. Haaland,0,1,0,1,2,5,0,1,15,0,0,0,1,2,1,Manchester City FC
3,J. Gvardiol,0,0,0,1,0,1,0,0,54,4,0,0,2,1,1,Manchester City FC
4,J. Álvarez,0,1,0,0,1,1,0,0,34,8,0,0,1,0,1,Manchester City FC
5,Rodri,0,0,0,1,1,2,0,1,74,1,2,0,2,0,1,Manchester City FC
6,Rúben Dias,0,0,0,0,0,0,0,0,64,0,2,0,0,0,1,Manchester City FC
7,K. Walker,0,0,0,0,0,0,0,0,70,0,1,1,1,0,,
8,P. Foden,1,0,0,0,0,2,1,1,37,2,0,0,0,2,1,Manchester City FC
9,J. Doku,0,0,0,0,2,3,1,1,31,0,0,1,2,1,1,Manchester City FC
10,M. Akanji,0,0,0,0,0,1,0,0,59,0,0,0,0,0,1,Manchester City FC
11,J. Grealish,1,0,0,1,0,1,1,0,12,2,0,0,2,5,1,Manchester City FC
12,R. Lewis,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,Manchester City FC
13,N. Aké,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,Manchester City FC
14,M. Kovačić,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Manchester City FC
15,Emerson Royal,0,0,0,1,1,0,0,0,87,0,2,0,1,1,0,Tottenham Hotspur FC
16,B. Johnson,0,1,0,0,2,2,1,1,22,1,1,0,0,3,0,Tottenham Hotspur FC
17,G. Vicario,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,Tottenham Hotspur FC
18,Pedro Porro,0,0,0,1,0,1,0,0,37,6,2,0,2,2,0,Tottenham Hotspur FC
19,D. Kulusevski,1,1,0,1,1,1,1,0,28,4,1,1,3,1,0,Tottenham Hotspur FC
20,Bryan Gil,0,0,0,0,1,0,0,0,14,0,0,0,0,0,,
21,D. Udogie,0,0,0,1,1,0,0,0,27,1,3,1,2,0,0,Tottenham Hotspur FC
22,B. Davies,0,0,0,0,0,0,0,0,47,0,1,0,0,1,,
23,G. Lo Celso,1,0,0,0,1,2,1,1,40,1,0,0,2,3,0,Tottenham Hotspur FC
24,Y. Bissouma,0,0,0,0,0,0,0,0,48,0,1,0,2,1,0,Tottenham Hotspur FC
25,Son Heung-Min,2,1,0,0,0,1,1,0,20,0,1,0,0,0,0,Tottenham Hotspur FC
26,P. Højbjerg,0,0,0,0,1,1,0,1,40,1,0,0,2,0,0,Tottenham Hotspur FC
27,O. Skipp,0,0,0,0,0,0,0,0,9,0,1,0,0,1,,
28,Richarlison,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tottenham Hotspur FC
29,J. Donley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
