,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Dean Bradley Henderson,0,0,0,0,0,0,0,0,17,0,0,0,0,0,,
1,W. Hughes,0,0,0,0,0,0,0,0,47,0,5,0,3,4,1,Crystal Palace FC
2,E. Eze,2,0,0,0,1,4,3,1,32,5,1,0,1,1,1,Crystal Palace FC
3,M. Guéhi,0,0,0,0,1,0,0,0,66,1,1,0,0,0,,
4,J. Andersen,0,0,0,0,0,1,0,0,72,1,0,0,0,0,1,Crystal Palace FC
5,C. Richards,0,0,0,0,0,0,0,0,48,1,3,1,0,0,1,Crystal Palace FC
6,M. Olise,1,2,0,0,5,4,1,2,31,12,0,1,0,3,1,Crystal Palace FC
7,J. Lerma,0,0,0,1,0,0,0,0,44,0,1,0,2,0,1,Crystal Palace FC
8,J. Ayew,0,0,0,0,1,2,0,0,34,4,5,0,1,4,1,Crystal Palace FC
9,J. Mateta,0,0,0,0,1,1,0,0,22,1,1,0,1,2,1,Crystal Palace FC
10,T. Mitchell,0,0,0,0,1,0,0,0,41,3,8,0,0,1,1,Crystal Palace FC
11,J. Schlupp,0,0,0,0,0,0,0,0,9,0,2,0,0,1,1,Crystal Palace FC
12,D. Ozoh,0,0,0,0,0,0,0,0,6,0,3,0,0,0,1,Crystal Palace FC
13,O. Édouard,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,Crystal Palace FC
14,A. Ben Slimane,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,Sheffield United FC
15,Vinicius Souza,0,0,0,0,0,0,0,0,49,0,10,0,1,2,0,Sheffield United FC
16,J. Bogle,0,0,0,0,1,0,0,0,43,5,3,0,3,0,0,Sheffield United FC
17,A. Ahmedhodžić,0,0,0,1,0,1,0,0,51,0,7,0,3,0,0,Sheffield United FC
18,O. McBurnie,0,1,0,0,0,1,1,0,24,0,0,0,0,0,0,Sheffield United FC
19,G. Hamer,0,1,0,0,0,0,0,0,32,0,1,0,2,0,0,Sheffield United FC
20,B. Brereton,1,0,0,0,0,1,1,0,8,0,1,1,1,1,0,Sheffield United FC
21,J. Robinson,0,0,0,1,0,0,0,0,27,0,1,0,1,0,0,Sheffield United FC
22,J. McAtee,1,0,0,0,0,1,1,0,28,1,2,0,1,1,0,Sheffield United FC
23,A. Trusty,0,0,0,1,0,0,0,0,40,0,5,0,1,0,0,Sheffield United FC
24,I. Grbić,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,Sheffield United FC
25,A. Brooks,0,0,0,0,0,1,1,0,28,0,1,0,0,2,0,Sheffield United FC
26,W. Foderingham,0,0,0,0,0,0,0,0,18,0,0,0,0,0,,
27,R. Norrington-Davies,0,0,0,1,0,0,0,0,27,1,1,0,2,0,,
28,W. Osula,0,0,0,0,0,3,1,1,0,0,0,0,2,0,0,Sheffield United FC
29,Y. Larouci,0,0,0,0,0,1,0,1,19,0,1,0,0,1,0,Sheffield United FC
30,C. Archer,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Sheffield United FC
