,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Lewis,0,0,0,0,0,0,0,0,72,0,2,0,0,2,1,Manchester City FC
1,K. De Bruyne,0,1,0,0,1,3,0,2,57,1,2,0,0,1,1,Manchester City FC
2,J. Gvardiol,0,0,0,0,1,2,0,0,104,0,1,0,1,1,1,Manchester City FC
3,J. Doku,0,0,0,1,1,0,0,0,44,3,2,1,1,2,1,Manchester City FC
4,J. Stones,0,0,0,0,0,0,0,0,106,0,0,0,0,1,1,Manchester City FC
5,P. Foden,0,1,0,0,0,2,0,2,51,1,0,0,0,0,1,Manchester City FC
6,Rodri,1,0,0,0,1,1,1,0,113,0,1,0,0,2,1,Manchester City FC
7,N. Aké,0,0,0,0,0,0,0,0,110,0,1,0,0,1,1,Manchester City FC
8,J. Álvarez,2,0,0,0,1,2,2,0,15,3,0,0,0,0,1,Manchester City FC
9,Matheus Nunes,0,1,0,0,1,2,1,1,60,2,1,1,1,3,1,Manchester City FC
10,Ederson,0,0,0,1,0,0,0,0,34,0,0,0,0,0,1,Manchester City FC
11,E. Haaland,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,Manchester City FC
12,J. Grealish,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,Manchester City FC
13,M. Kovačić,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,Manchester City FC
14,Sergio Gómez,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,Manchester City FC
15,Z. Amdouni,0,0,0,0,0,2,0,1,12,0,0,1,1,0,0,Burnley FC
16,J. Trafford,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,
17,J. Brownhill,0,0,0,0,0,1,1,0,29,2,2,0,2,0,0,Burnley FC
18,H. Ekdal,0,0,0,1,0,1,1,0,33,0,1,0,1,0,0,Burnley FC
19,D. O'Shea,0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,Burnley FC
20,Vitinho,0,0,0,0,0,0,0,0,18,1,8,0,2,0,0,Burnley FC
21,J. Guðmunds­son,0,0,0,0,0,0,0,0,7,3,0,0,0,2,0,Burnley FC
22,S. Berge,0,0,0,0,0,1,0,0,22,0,3,0,4,0,0,Burnley FC
23,A. Al Dakhil,1,0,0,0,0,1,1,0,22,0,2,0,0,0,,
24,W. Odobert,0,0,0,0,3,1,0,1,10,1,0,0,0,0,0,Burnley FC
25,L. Foster,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,Burnley FC
26,C. Roberts,0,0,0,1,0,0,0,0,10,0,0,0,1,0,,
27,D. Fofana,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,Burnley FC
28,A. Ramsey,0,0,0,0,0,0,0,0,12,0,2,0,1,0,,
29,A. Zaroury,0,0,0,0,0,0,0,0,7,1,0,0,0,1,,
30,H. Massengo,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,
