,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,O. Arblaster,0,0,0,0,0,0,0,0,20,1,2,0,0,1,1,Sheffield United FC
1,J. Robinson,0,0,0,0,0,0,0,0,26,0,1,0,0,2,1,Sheffield United FC
2,O. McBurnie,1,1,0,0,0,1,1,0,24,1,2,0,2,0,1,Sheffield United FC
3,J. Bogle,0,0,0,1,1,2,0,1,11,0,1,0,2,0,1,Sheffield United FC
4,B. Osborn,0,0,0,0,0,0,0,0,19,4,3,0,0,2,1,Sheffield United FC
5,M. Holgate,0,0,0,1,0,0,0,0,17,0,2,0,1,1,1,Sheffield United FC
6,A. Ahmedhodžić,0,0,0,0,0,1,1,0,17,0,4,0,1,0,1,Sheffield United FC
7,Vinicius Souza,0,0,0,0,0,0,0,0,16,0,2,1,1,1,1,Sheffield United FC
8,B. Brereton,2,1,0,0,1,2,2,0,11,1,2,1,0,4,1,Sheffield United FC
9,I. Grbić,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,Sheffield United FC
10,G. Hamer,0,1,0,1,0,2,0,1,17,3,0,0,1,1,1,Sheffield United FC
11,O. Norwood,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,Sheffield United FC
12,A. Trusty,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Sheffield United FC
13,J. McAtee,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,Sheffield United FC
14,A. Robinson,0,0,0,0,0,2,2,0,74,3,2,0,1,2,0,Fulham FC
15,C. Bassey,0,0,0,1,0,1,0,0,86,0,2,0,0,1,0,Fulham FC
16,B. Leno,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,Fulham FC
17,T. Adarabioyo,0,0,0,0,1,2,0,1,74,1,0,0,3,0,0,Fulham FC
18,T. Castagne,0,0,0,0,3,0,0,0,46,2,0,0,2,0,0,Fulham FC
19,Andreas Pereira,0,1,0,0,1,0,0,0,50,14,0,0,2,0,0,Fulham FC
20,A. Iwobi,0,0,0,0,2,5,1,4,32,4,0,0,0,0,0,Fulham FC
21,João Palhinha,1,0,0,0,0,3,1,0,52,1,3,0,0,2,0,Fulham FC
22,S. Lukić,0,0,0,0,1,1,0,1,22,0,2,0,1,0,0,Fulham FC
23,Willian,0,0,0,0,1,0,0,0,61,9,0,0,0,3,0,Fulham FC
24,Rodrigo Muniz,1,0,0,0,2,7,3,2,16,0,0,0,2,1,0,Fulham FC
25,Adama Traoré,0,1,0,0,3,1,0,0,10,4,0,0,1,0,0,Fulham FC
26,T. Cairney,0,1,0,0,0,1,1,0,24,1,0,0,0,0,0,Fulham FC
27,K. Tete,0,0,0,0,1,0,0,0,11,0,0,0,1,1,0,Fulham FC
28,B. De Cordova-Reid,1,0,0,0,0,1,1,0,5,2,0,0,0,0,0,Fulham FC
29,R. Jiménez,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Fulham FC
