,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Garner,0,1,0,0,0,2,0,2,52,7,0,0,1,0,1,Everton FC
1,J. Pickford,0,0,0,1,0,0,0,0,50,0,0,0,0,0,1,Everton FC
2,Beto,1,0,0,0,1,5,4,0,15,0,0,0,2,1,1,Everton FC
3,J. Tarkowski,0,0,0,0,0,0,0,0,62,0,3,0,0,2,1,Everton FC
4,A. Onana,0,0,0,0,0,2,0,1,56,0,2,0,0,0,,Manchester United FC
5,V. Mykolenko,0,0,0,0,0,2,0,2,48,3,1,0,0,1,1,Everton FC
6,J. Branthwaite,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1,Everton FC
7,B. Godfrey,0,0,0,0,0,1,0,0,37,2,4,0,1,0,1,Everton FC
8,J. Harrison,0,0,0,0,0,0,0,0,26,9,0,0,1,0,1,Everton FC
9,A. Doucouré,0,0,0,0,0,1,1,0,27,2,0,2,3,0,1,Everton FC
10,D. McNeil,0,0,0,0,2,5,3,1,35,5,0,0,0,0,1,Everton FC
11,D. Calvert-Lewin,0,0,0,0,0,2,1,1,7,0,0,0,0,0,1,Everton FC
12,André Gomes,0,0,0,0,0,2,2,0,10,2,0,0,1,0,1,Everton FC
13,Youssef Chermiti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Everton FC
14,L. Dobbin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
15,Lucas Paquetá,0,0,0,0,0,2,0,0,44,1,2,0,1,2,0,West Ham United FC
16,A. Areola,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,West Ham United FC
17,V. Coufal,0,0,0,0,1,0,0,0,38,6,2,0,0,0,0,West Ham United FC
18,K. Zouma,1,0,0,0,0,2,1,0,38,0,1,0,2,0,0,West Ham United FC
19,J. Ward-Prowse,0,1,0,0,0,0,0,0,31,3,2,0,0,0,0,West Ham United FC
20,E. Álvarez,1,0,0,0,0,2,2,0,53,0,5,0,0,1,0,West Ham United FC
21,Emerson,0,0,0,0,0,0,0,0,50,0,3,0,0,2,0,West Ham United FC
22,T. Souček,1,0,0,1,0,1,1,0,30,1,2,0,0,1,0,West Ham United FC
23,M. Kudus,0,1,0,0,2,4,1,2,29,6,2,1,0,2,0,West Ham United FC
24,K. Mavropanos,0,0,0,0,1,1,0,0,37,0,4,0,0,0,0,West Ham United FC
25,J. Bowen,0,1,0,0,1,0,0,0,15,3,0,0,3,0,0,West Ham United FC
26,K. Phillips,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,West Ham United FC
27,M. Antonio,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,West Ham United FC
28,B. Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tottenham Hotspur FC
29,Angelo Obinze Ogbonna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
