,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Andreas Pereira,0,0,0,0,0,0,0,0,32,9,1,0,1,1,1,Fulham FC
1,C. Bassey,0,0,0,0,0,0,0,0,83,0,1,0,2,0,1,Fulham FC
2,A. Robinson,0,1,0,0,2,1,0,1,57,3,2,1,0,0,1,Fulham FC
3,Willian,2,0,0,0,1,2,2,0,56,1,0,0,0,3,1,Fulham FC
4,T. Cairney,0,0,0,0,0,3,1,1,65,2,3,0,3,5,1,Fulham FC
5,H. Reed,0,0,0,0,0,1,0,1,75,0,1,0,1,0,1,Fulham FC
6,T. Castagne,0,0,0,0,1,0,0,0,73,1,3,0,0,0,1,Fulham FC
7,A. Iwobi,1,0,0,0,1,4,3,0,48,2,1,0,0,0,1,Fulham FC
8,R. Jiménez,0,0,0,0,1,1,0,0,21,0,2,0,2,0,1,Fulham FC
9,T. Ream,0,0,0,1,0,0,0,0,79,0,2,0,2,1,,
10,B. Leno,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,Fulham FC
11,H. Wilson,0,0,0,0,0,0,0,0,10,0,0,0,1,2,1,Fulham FC
12,Carlos Vinícius,0,0,0,1,0,0,0,0,4,0,0,0,0,1,,
13,S. Lukić,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,Fulham FC
14,T. Adarabioyo,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,Fulham FC
15,J. Bellegarde,0,1,0,0,0,0,0,0,16,1,1,0,0,0,,
16,M. Kilman,0,0,0,0,0,1,1,0,72,0,1,0,1,0,0,Wolverhampton Wanderers FC
17,S. Bueno,0,0,0,0,0,0,0,0,55,0,2,0,1,1,0,Wolverhampton Wanderers FC
18,Nélson Semedo,0,0,0,0,0,1,1,0,36,0,0,0,2,1,0,Wolverhampton Wanderers FC
19,M. Lemina,0,0,0,1,0,2,1,0,38,2,3,0,3,0,0,Wolverhampton Wanderers FC
20,Matheus Cunha,1,0,0,0,0,2,1,0,20,0,0,0,1,3,0,Wolverhampton Wanderers FC
21,R. Aït-Nouri,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Wolverhampton Wanderers FC
22,João Gomes,0,0,0,1,0,0,0,0,48,2,2,0,3,3,0,Wolverhampton Wanderers FC
23,Toti Gomes,0,0,0,0,0,0,0,0,60,0,1,0,1,1,0,Wolverhampton Wanderers FC
24,José Sá,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,Wolverhampton Wanderers FC
25,Hwang Hee-Chan,1,0,0,0,2,3,1,0,16,1,0,1,0,3,0,Wolverhampton Wanderers FC
26,M. Doherty,0,0,0,0,0,1,1,0,28,0,1,0,1,0,0,Wolverhampton Wanderers FC
27,S. Kalajdžić,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
28,T. Doyle,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Wolverhampton Wanderers FC
