,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,E. Fernández,0,1,0,1,1,2,1,1,82,0,0,1,1,0,1,Chelsea FC
1,B. Badiashile,0,0,0,0,0,1,0,0,67,0,0,0,0,0,1,Chelsea FC
2,N. Jackson,0,0,0,0,1,1,1,0,27,0,1,1,0,1,1,Chelsea FC
3,M. Caicedo,0,0,0,1,0,1,0,1,48,0,1,0,0,0,1,Chelsea FC
4,A. Disasi,0,0,0,0,0,3,0,0,54,0,2,0,0,0,1,Chelsea FC
5,C. Gallagher,1,0,0,0,1,4,1,1,33,1,1,0,1,1,1,Chelsea FC
6,C. Palmer,3,0,0,0,3,9,5,4,42,6,1,0,1,3,1,Chelsea FC
7,Marc Cucurella,0,0,0,0,1,1,0,0,45,1,2,0,1,3,1,Chelsea FC
8,M. Gusto,0,0,0,1,0,0,0,0,37,1,2,1,1,2,1,Chelsea FC
9,M. Mudryk,0,0,0,0,3,3,1,1,21,5,0,0,2,1,1,Chelsea FC
10,Đ. Petrović,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,Chelsea FC
11,C. Chukwuemeka,0,0,0,0,2,1,0,1,11,0,1,0,0,0,1,Chelsea FC
12,R. Sterling,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,Chelsea FC
13,T. Chalobah,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,Chelsea FC
14,A. Gilchrist,0,0,0,0,0,1,0,0,15,0,1,0,0,0,1,Chelsea FC
15,N. Madueke,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,Chelsea FC
16,Casemiro,0,0,0,0,0,1,0,0,45,1,0,0,1,0,0,Manchester United FC
17,Antony,0,1,0,0,0,3,1,2,37,1,2,0,3,1,0,Manchester United FC
18,Bruno Fernandes,1,0,0,0,0,5,1,2,65,5,1,0,1,0,0,Manchester United FC
19,A. Wan-Bissaka,0,0,0,0,0,0,0,0,23,0,3,0,0,2,0,Manchester United FC
20,H. Maguire,0,0,0,1,0,3,0,0,39,0,0,0,2,0,0,Manchester United FC
21,R. Varane,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,Manchester United FC
22,K. Mainoo,0,0,0,0,0,1,1,0,31,1,3,0,1,2,0,Manchester United FC
23,R. Højlund,0,0,0,0,1,1,0,1,13,0,1,0,0,0,0,Manchester United FC
24,A. Garnacho,2,0,0,0,1,4,2,1,31,1,0,0,2,1,0,Manchester United FC
25,Diogo Dalot,0,1,0,0,1,1,0,1,37,2,3,0,5,1,0,Manchester United FC
26,A. Onana,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,Manchester United FC
27,J. Evans,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Manchester United FC
28,W. Kambwala,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Manchester United FC
29,M. Rashford,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,Manchester United FC
30,S. McTominay,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,Manchester United FC
31,M. Mount,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,Manchester United FC
