,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,P. Billing,0,0,0,0,1,2,0,2,23,0,2,0,1,2,1,AFC Bournemouth
1,L. Cook,0,0,0,0,0,0,0,0,50,2,0,0,2,1,1,AFC Bournemouth
2,J. Kluivert,0,0,0,0,0,0,0,0,7,0,0,1,0,1,1,AFC Bournemouth
3,M. Kerkez,0,0,0,0,0,1,0,0,28,2,2,0,1,0,1,AFC Bournemouth
4,M. Senesi,0,0,0,0,0,0,0,0,65,1,1,0,1,1,1,AFC Bournemouth
5,D. Solanke,0,0,0,0,2,2,0,0,16,0,1,0,0,0,1,AFC Bournemouth
6,R. Christie,0,0,0,0,0,1,1,0,31,2,2,0,2,0,1,AFC Bournemouth
7,I. Zabarnyi,0,0,0,0,0,0,0,0,42,0,2,0,0,0,1,AFC Bournemouth
8,M. Aarons,0,0,0,0,1,0,0,0,36,1,1,1,3,0,1,AFC Bournemouth
9,M. Tavernier,0,0,0,0,2,1,0,1,11,6,0,0,0,0,1,AFC Bournemouth
10,Neto,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,AFC Bournemouth
11,L. Sinisterra,0,0,0,0,0,0,0,0,16,0,3,0,1,1,1,AFC Bournemouth
12,Dango Ouattara,0,0,0,0,0,1,0,1,17,1,2,0,0,0,1,AFC Bournemouth
13,J. Rothwell,0,0,0,0,0,0,0,0,9,0,0,0,0,0,,
14,A. Smith,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,AFC Bournemouth
15,A. Semenyo,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,AFC Bournemouth
16,B. White,1,0,0,0,0,1,1,0,47,0,4,0,2,0,0,Arsenal FC
17,B. Saka,1,0,0,0,0,3,2,1,31,1,2,0,2,0,0,Arsenal FC
18,O. Zinchenko,0,0,0,0,1,2,1,1,62,0,4,0,0,1,0,Arsenal FC
19,D. Rice,0,0,0,0,0,0,0,0,61,0,4,0,0,0,0,Arsenal FC
20,E. Nketiah,0,0,0,0,0,2,0,1,16,0,0,0,2,2,0,Arsenal FC
21,W. Saliba,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,Arsenal FC
22,David Raya,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,Arsenal FC
23,Gabriel Magalhães,0,0,0,0,0,0,0,0,65,0,3,0,1,0,0,Arsenal FC
24,Gabriel Jesus,0,0,0,0,1,2,0,0,42,0,1,0,0,4,0,Arsenal FC
25,M. Ødegaard,1,1,0,0,0,1,1,0,53,3,2,0,0,2,0,Arsenal FC
26,K. Havertz,1,0,0,1,2,2,1,1,24,0,4,0,2,1,0,Arsenal FC
27,T. Tomiyasu,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,Arsenal FC
28,R. Nelson,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,Arsenal FC
29,Fábio Vieira,0,0,0,0,0,0,0,0,12,0,1,0,1,1,0,Arsenal FC
30,E. Smith Rowe,0,0,0,0,2,2,2,0,4,0,0,0,0,0,0,Arsenal FC
31,Jorginho,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,Arsenal FC
