,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,G. Hamer,0,0,0,0,1,0,0,0,37,2,3,0,1,2,1,Sheffield United FC
1,O. Norwood,0,0,0,1,0,1,0,1,72,6,2,0,0,1,1,Sheffield United FC
2,J. Robinson,0,0,0,1,0,0,0,0,40,0,1,0,0,0,1,Sheffield United FC
3,G. Baldock,0,1,0,1,0,0,0,0,40,2,3,1,2,0,,
4,A. Trusty,0,0,0,0,0,0,0,0,30,0,2,0,1,1,1,Sheffield United FC
5,L. Thomas,0,0,0,1,0,1,0,0,32,0,4,0,0,1,,
6,Vinicius Souza,0,0,0,0,0,0,0,0,27,1,2,0,0,0,1,Sheffield United FC
7,W. Foderingham,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,
8,J. Bogle,0,0,0,0,0,0,0,0,10,1,1,0,0,0,1,Sheffield United FC
9,J. McAtee,0,0,0,0,0,1,0,0,25,1,1,1,1,3,1,Sheffield United FC
10,C. Archer,0,0,0,0,0,0,0,0,16,0,1,1,0,0,1,Sheffield United FC
11,O. McBurnie,1,0,0,0,1,4,1,1,12,1,4,1,1,0,1,Sheffield United FC
12,A. Ahmedhodžić,0,0,0,0,0,0,0,0,14,1,1,0,0,0,1,Sheffield United FC
13,B. Osborn,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,Sheffield United FC
14,J. Fleck,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,
15,W. Osula,0,0,0,0,2,3,1,2,3,0,1,0,0,0,1,Sheffield United FC
16,A. Semenyo,0,1,0,0,1,3,1,1,22,1,1,0,1,0,0,AFC Bournemouth
17,M. Tavernier,2,0,0,0,0,6,5,0,40,7,1,0,1,1,0,AFC Bournemouth
18,A. Smith,0,1,0,0,0,0,0,0,52,0,2,1,2,0,0,AFC Bournemouth
19,J. Kluivert,1,0,0,0,0,4,3,0,15,0,1,0,1,1,0,AFC Bournemouth
20,M. Senesi,0,0,0,0,0,0,0,0,61,1,1,0,0,0,0,AFC Bournemouth
21,L. Kelly,0,0,0,0,0,0,0,0,33,2,0,0,0,1,0,AFC Bournemouth
22,Neto,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,AFC Bournemouth
23,D. Solanke,0,0,0,0,1,4,0,1,19,0,0,0,1,0,0,AFC Bournemouth
24,R. Christie,0,0,0,0,1,1,1,0,50,0,4,0,0,1,0,AFC Bournemouth
25,I. Zabarnyi,0,0,0,0,0,0,0,0,66,0,2,0,0,0,0,AFC Bournemouth
26,L. Cook,0,0,0,0,1,0,0,0,47,3,3,0,1,0,0,AFC Bournemouth
27,M. Kerkez,0,0,0,0,2,1,0,0,21,0,0,0,0,1,0,AFC Bournemouth
28,P. Billing,0,0,0,1,0,1,0,0,17,1,0,0,1,0,0,AFC Bournemouth
29,L. Sinisterra,0,0,0,0,1,3,1,0,10,1,1,0,0,1,0,AFC Bournemouth
30,D. Brooks,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
