,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,A. Doughty,1,0,0,1,2,1,1,0,25,13,2,1,4,0,1,Luton Town FC
1,C. Ogbene,0,0,0,0,0,3,1,2,29,1,0,1,0,3,,
2,T. Kaminski,0,0,0,0,0,0,0,0,21,0,0,0,0,1,1,Luton Town FC
3,D. Hashioka,0,0,0,0,0,0,0,0,40,1,0,0,2,2,1,Luton Town FC
4,T. Mengi,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Luton Town FC
5,E. Adebayo,0,0,0,0,1,1,1,0,6,0,0,2,2,2,,
6,G. Osho,0,0,0,0,0,1,0,0,20,0,2,1,1,1,1,Luton Town FC
7,A. Sambi Lokonga,0,0,0,1,0,0,0,0,48,0,0,0,1,1,1,Luton Town FC
8,J. Clark,0,0,0,1,1,3,0,2,28,1,0,2,2,1,1,Luton Town FC
9,C. Morris,1,0,0,1,0,4,2,0,17,0,4,0,0,3,1,Luton Town FC
10,T. Chong,0,0,0,0,0,1,0,1,18,1,0,0,2,3,1,Luton Town FC
11,J. Johnson,0,0,0,1,0,0,0,0,32,0,0,0,1,0,1,Luton Town FC
12,P. Mpanzu,0,0,0,0,0,0,0,0,5,0,1,0,0,1,1,Luton Town FC
13,C. Woodrow,0,0,0,0,0,1,1,0,2,0,0,1,0,1,1,Luton Town FC
14,J. Shea,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,
15,A. Townsend,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,Luton Town FC
16,R. Jiménez,2,0,0,0,0,3,2,0,34,2,0,0,0,1,0,Fulham FC
17,A. Iwobi,0,0,0,0,0,1,1,0,41,1,1,1,0,1,0,Fulham FC
18,T. Ream,0,0,0,0,0,0,0,0,50,0,2,0,0,2,,
19,C. Bassey,0,0,0,0,0,0,0,0,46,0,3,0,3,0,0,Fulham FC
20,A. Robinson,0,0,0,1,0,0,0,0,39,2,4,0,2,0,0,Fulham FC
21,B. Leno,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,Fulham FC
22,H. Reed,0,1,0,1,0,1,1,0,35,2,0,0,4,0,0,Fulham FC
23,K. Tete,0,0,0,0,1,0,0,0,47,2,5,0,3,4,0,Fulham FC
24,H. Wilson,1,2,0,0,0,3,1,0,36,2,0,0,1,3,0,Fulham FC
25,Adama Traoré,1,1,0,1,1,2,1,1,20,2,0,0,2,1,0,Fulham FC
26,João Palhinha,0,0,0,0,0,2,1,1,53,1,2,0,2,0,0,Fulham FC
27,T. Cairney,0,0,0,1,2,1,1,0,8,1,1,0,1,0,0,Fulham FC
28,F. Ballo-Touré,0,0,0,0,0,0,0,0,6,0,1,0,2,0,,
29,B. De Cordova-Reid,0,0,0,0,0,3,0,0,3,0,1,0,0,2,0,Fulham FC
30,Rodrigo Muniz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fulham FC
31,T. Castagne,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Fulham FC
